SAMPLE_DATE,IMAGE_DATE,TIME_SAMPLE,IMAGE_HOUR,STATION_SAMPLE,PARAMETER,VALUE,UNIT,DEPTH,DEPTH_UNIT,LOCAL_NAME,LOCATION_TYPE,LAT,LON,COUNTRY,ORGANIZATION_DATA,HEMISPHERE,SEASON,SOURCE_DOMAIN,DIFF_DATE,BAND_1,BAND_2,BAND_3,BAND_4,BAND_5,BAND_6,BAND_7,BAND_8,BAND_8A,BAND_9,BAND_11,BAND_12,MSK_CLDPRB,MSK_SNOW,QA60,CLDYPXPER,DRK_FEA_PE,NDWI,NBSI,WATER_CHECK,SNOW_CHECK,SCENE_CLASS,GEOMETRY,Classe
2021-09-08,2021-09-08,10:50:38,13:10:41,16,Turbidity,0.55,NTU,0.472,m,Reservatorio de Tr̻s Marias,Reservoir,-18.5187,-45.2586,Brazil,Simoa_Drones,South,Winter,Tres_Marias,0,433.0,420.0,499.0,298.0,285.0,243.0,245.0,217.0,208.0,224.0,115.0,80.0,0.0,0.0,0.0,0.4006,0.6621,0.3938547486033519,-0.9770000080160324,Water_Surface,No_Snow,Water,POINT (-45.25862 -18.51867),0
2021-09-07,2021-09-08,10:45:45,13:10:41,15,Turbidity,0.64,NTU,0.469,m,Reservatorio de Tr̻s Marias,Reservoir,-18.5055,-45.2756,Brazil,Simoa_Drones,South,Winter,Tres_Marias,1,431.0,414.0,474.0,273.0,260.0,225.0,224.0,200.0,202.0,216.0,109.0,81.0,0.0,0.0,0.0,0.4006,0.6621,0.4065281899109791,-1.0211117974683543,Water_Surface,No_Snow,Water,POINT (-45.27555 -18.5055),0
2021-09-05,2021-09-03,10:32:34,13:10:39,13,Turbidity,0.47,NTU,0.434,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4908,-45.3346,Brazil,Simoa_Drones,South,Winter,Tres_Marias,2,191.0,262.0,325.0,98.0,77.0,51.0,46.0,45.0,47.0,28.0,31.0,31.0,0.0,0.0,0.0,0.0098,0.3538,0.7567567567567568,-0.8877904615384615,Water_Surface,No_Snow,Water,POINT (-45.3346 -18.49081),0
2021-09-04,2021-09-03,10:25:36,13:10:39,12,Turbidity,0.51,NTU,0.466,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4606,-45.3511,Brazil,Simoa_Drones,South,Winter,Tres_Marias,1,207.0,293.0,355.0,103.0,68.0,50.0,53.0,40.0,29.0,39.0,28.0,63.0,0.0,0.0,0.0,0.0098,0.3538,0.7974683544303799,-0.9876889014084508,Water_Surface,No_Snow,Water,POINT (-45.35109 -18.4606),0
2021-09-03,2021-09-03,10:20:18,13:10:39,11,Turbidity,0.6,NTU,0.458,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4431,-45.346,Brazil,Simoa_Drones,South,Winter,Tres_Marias,0,207.0,276.0,323.0,104.0,76.0,57.0,56.0,50.0,38.0,46.0,42.0,38.0,0.0,0.0,0.0,0.0098,0.3538,0.7319034852546917,-0.9591642229102166,Water_Surface,No_Snow,Water,POINT (-45.34603 -18.44314),0
2021-09-02,2021-09-03,10:13:56,13:10:39,10,Turbidity,0.49,NTU,0.432,m,Reservatorio de Tr̻s Marias,Reservoir,-18.437,-45.3214,Brazil,Simoa_Drones,South,Winter,Tres_Marias,1,188.0,273.0,298.0,90.0,63.0,48.0,53.0,38.0,42.0,32.0,26.0,42.0,0.0,0.0,0.0,0.0098,0.3538,0.7738095238095238,-1.0443109798657717,Water_Surface,No_Snow,Water,POINT (-45.32135 -18.43696),0
2021-08-31,2021-08-29,10:04:22,13:10:41,8,Turbidity,0.53,NTU,0.481,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4103,-45.301,Brazil,Simoa_Drones,South,Winter,Tres_Marias,2,425.0,402.0,443.0,242.0,233.0,204.0,200.0,178.0,167.0,192.0,103.0,77.0,0.0,0.0,0.0,5.0034,1.369,0.4267310789049919,-1.0604961083521445,Water_Surface,No_Snow,Water,POINT (-45.30102 -18.41031),0
2021-08-30,2021-08-29,09:57:18,13:10:41,7,Turbidity,0.54,NTU,0.484,m,Reservatorio de Tr̻s Marias,Reservoir,-18.3821,-45.297,Brazil,Simoa_Drones,South,Winter,Tres_Marias,1,439.0,418.0,449.0,242.0,242.0,202.0,200.0,177.0,176.0,197.0,108.0,82.0,0.0,0.0,0.0,5.0034,1.369,0.4345047923322684,-1.0931377461024496,Water_Surface,No_Snow,Water,POINT (-45.29697 -18.38213),0
2021-08-29,2021-08-29,09:49:26,13:10:41,6,Turbidity,0.49,NTU,0.52,m,Reservatorio de Tr̻s Marias,Reservoir,-18.3477,-45.2874,Brazil,Simoa_Drones,South,Winter,Tres_Marias,0,487.0,486.0,545.0,280.0,257.0,215.0,214.0,185.0,183.0,223.0,112.0,89.0,0.0,0.0,0.0,5.0034,1.369,0.4931506849315069,-1.029885871559633,Water_Surface,No_Snow,Water,POINT (-45.2874 -18.34765),0
2021-08-28,2021-08-29,09:41:23,13:10:41,5,Turbidity,0.51,NTU,0.404,m,Reservatorio de Tr̻s Marias,Reservoir,-18.3184,-45.2984,Brazil,Simoa_Drones,South,Winter,Tres_Marias,1,408.0,356.0,391.0,201.0,193.0,161.0,157.0,139.0,147.0,186.0,83.0,52.0,0.0,0.0,0.0,5.0034,1.369,0.4754716981132075,-1.0254622608695652,Water_Surface,No_Snow,Water,POINT (-45.29842 -18.31836),0
2021-08-26,2021-08-24,09:28:48,13:10:39,3,Turbidity,0.45,NTU,0.518,m,Reservatorio de Tr̻s Marias,Reservoir,-18.2689,-45.2833,Brazil,Simoa_Drones,South,Winter,Tres_Marias,2,219.0,278.0,306.0,129.0,119.0,94.0,100.0,87.0,76.0,73.0,45.0,35.0,0.0,0.0,0.0,0.0079,0.4235,0.5572519083969465,-1.0085838169934642,Water_Surface,No_Snow,Water,POINT (-45.28329 -18.26888),0
2021-08-25,2021-08-24,09:20:50,13:10:39,2,Turbidity,0.52,NTU,0.449,m,Reservatorio de Tr̻s Marias,Reservoir,-18.2432,-45.2648,Brazil,Simoa_Drones,South,Winter,Tres_Marias,1,204.0,285.0,301.0,123.0,111.0,82.0,92.0,77.0,71.0,84.0,48.0,45.0,0.0,0.0,0.0,0.0079,0.4235,0.5925925925925924,-1.0831095149501662,Water_Surface,No_Snow,Water,POINT (-45.26478 -18.2432),0
2021-08-24,2021-08-24,10:57:23,13:10:39,Pontos_Randomicos,Turbidity,1.04,NTU,0.53,m,Reservatorio de Tr̻s Marias,Reservoir,-18.5245,-45.2281,Brazil,Simoa_Geo,South,Winter,Tres_Marias,0,209.0,300.0,394.0,146.0,123.0,89.0,90.0,84.0,80.0,68.0,45.0,39.0,0.0,0.0,0.0,0.0079,0.4235,0.6485355648535566,-0.8424420913705584,Water_Surface,No_Snow,Water,POINT (-45.22813 -18.524463),0
2021-08-24,2021-08-24,10:08:44,13:10:39,Pontos_Randomicos,Turbidity,0.47,NTU,0.432,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4204,-45.3154,Brazil,Simoa_Geo,South,Winter,Tres_Marias,0,220.0,290.0,317.0,132.0,129.0,101.0,103.0,88.0,83.0,87.0,54.0,48.0,0.0,0.0,0.0,0.0079,0.4235,0.565432098765432,-1.0523140567823348,Water_Surface,No_Snow,Water,POINT (-45.315448 -18.420361),0
2021-08-24,2021-08-24,09:15:37,13:10:39,1,Turbidity,0.51,NTU,0.61,m,Reservatorio de Tr̻s Marias,Reservoir,-18.2273,-45.259,Brazil,Simoa_Drones,South,Winter,Tres_Marias,0,195.0,258.0,289.0,111.0,95.0,77.0,82.0,71.0,65.0,69.0,45.0,44.0,0.0,0.0,0.0,0.0079,0.4235,0.6055555555555556,-1.0325266989619375,Water_Surface,No_Snow,Water,POINT (-45.25904 -18.22731),0
2021-08-24,2021-08-24,11:28:59,13:10:39,Pontos_Randomicos,Turbidity,0.76,NTU,0.446,m,Reservatorio de Tr̻s Marias,Reservoir,-18.6406,-45.2193,Brazil,Simoa_Geo,South,Winter,Tres_Marias,0,170.0,240.0,306.0,108.0,94.0,61.0,68.0,58.0,52.0,53.0,59.0,48.0,0.0,0.0,0.0,0.0079,0.4235,0.6813186813186812,-0.9300844705882352,Water_Surface,No_Snow,Water,POINT (-45.219325 -18.640626),0
2021-08-24,2021-08-24,12:10:41,13:10:39,Pontos_Randomicos,Turbidity,1.06,NTU,0.499,m,Reservatorio de Tr̻s Marias,Reservoir,-18.7374,-45.1905,Brazil,Simoa_Geo,South,Winter,Tres_Marias,0,190.0,287.0,394.0,165.0,125.0,101.0,113.0,98.0,88.0,63.0,56.0,46.0,0.0,0.0,0.0,0.0079,0.4235,0.6016260162601627,-0.8271256649746193,Water_Surface,No_Snow,Water,POINT (-45.190549 -18.737387),0
2021-08-24,2021-08-24,12:01:45,13:10:39,Pontos_Randomicos,Turbidity,0.74,NTU,0.465,m,Reservatorio de Tr̻s Marias,Reservoir,-18.6982,-45.2007,Brazil,Simoa_Geo,South,Winter,Tres_Marias,0,198.0,278.0,345.0,134.0,110.0,89.0,73.0,70.0,73.0,70.0,60.0,57.0,0.0,0.0,0.0,0.0079,0.4235,0.6626506024096386,-0.9572504927536232,Water_Surface,No_Snow,Water,POINT (-45.200677 -18.69816),0
2021-08-24,2021-08-24,11:20:51,13:10:39,Pontos_Randomicos,Turbidity,0.6,NTU,0.428,m,Reservatorio de Tr̻s Marias,Reservoir,-18.6056,-45.2242,Brazil,Simoa_Geo,South,Winter,Tres_Marias,0,180.0,265.0,316.0,130.0,103.0,79.0,95.0,83.0,71.0,58.0,51.0,36.0,0.0,0.0,0.0,0.0079,0.4235,0.5839598997493733,-0.9385876455696202,Water_Surface,No_Snow,Water,POINT (-45.224208 -18.605559),0
2021-08-24,2021-08-24,11:50:47,13:10:39,Pontos_Randomicos,Turbidity,0.66,NTU,0.497,m,Reservatorio de Tr̻s Marias,Reservoir,-18.6483,-45.2329,Brazil,Simoa_Geo,South,Winter,Tres_Marias,0,177.0,265.0,324.0,118.0,78.0,67.0,75.0,68.0,55.0,67.0,65.0,53.0,0.0,0.0,0.0,0.0079,0.4235,0.6530612244897959,-0.9696214814814816,Water_Surface,No_Snow,Water,POINT (-45.232855 -18.648326),0
2021-08-24,2021-08-24,11:16:06,13:10:39,Pontos_Randomicos,Turbidity,0.71,NTU,0.401,m,Reservatorio de Tr̻s Marias,Reservoir,-18.5897,-45.2319,Brazil,Simoa_Geo,South,Winter,Tres_Marias,0,189.0,265.0,328.0,129.0,109.0,86.0,90.0,78.0,70.0,62.0,43.0,30.0,0.0,0.0,0.0,0.0079,0.4235,0.6157635467980296,-0.8844302439024389,Water_Surface,No_Snow,Water,POINT (-45.231948 -18.589715),0
2021-08-24,2021-08-24,11:10:15,13:10:39,Pontos_Randomicos,Turbidity,0.72,NTU,0.481,m,Reservatorio de Tr̻s Marias,Reservoir,-18.5669,-45.2381,Brazil,Simoa_Geo,South,Winter,Tres_Marias,0,202.0,283.0,334.0,133.0,113.0,90.0,96.0,82.0,79.0,77.0,44.0,26.0,0.0,0.0,0.0,0.0079,0.4235,0.6057692307692308,-0.9097857005988024,Water_Surface,No_Snow,Water,POINT (-45.238116 -18.566876),0
2021-08-24,2021-08-24,11:02:25,13:10:39,Pontos_Randomicos,Turbidity,1.02,NTU,0.509,m,Reservatorio de Tr̻s Marias,Reservoir,-18.536,-45.2237,Brazil,Simoa_Geo,South,Winter,Tres_Marias,0,196.0,290.0,353.0,134.0,102.0,89.0,82.0,75.0,72.0,56.0,59.0,56.0,0.0,0.0,0.0,0.0079,0.4235,0.6495327102803738,-0.965837971671388,Water_Surface,No_Snow,Water,POINT (-45.223699 -18.535973),0
2021-08-24,2021-08-24,12:38:55,13:10:39,Pontos_Randomicos,Turbidity,1.15,NTU,0.457,m,Reservatorio de Tr̻s Marias,Reservoir,-18.8212,-45.1725,Brazil,Simoa_Geo,South,Winter,Tres_Marias,0,176.0,289.0,402.0,147.0,119.0,77.0,82.0,66.0,46.0,47.0,50.0,42.0,0.0,0.0,0.0,0.0079,0.4235,0.7179487179487178,-0.8062430845771144,Water_Surface,No_Snow,Water,POINT (-45.17252 -18.821182),0
2021-08-24,2021-08-24,12:22:08,13:10:39,Pontos_Randomicos,Turbidity,0.98,NTU,0.465,m,Reservatorio de Tr̻s Marias,Reservoir,-18.7737,-45.1982,Brazil,Simoa_Geo,South,Winter,Tres_Marias,0,168.0,279.0,365.0,124.0,94.0,73.0,68.0,70.0,57.0,53.0,43.0,35.0,0.0,0.0,0.0,0.0079,0.4235,0.67816091954023,-0.8444499726027398,Water_Surface,No_Snow,Water,POINT (-45.198246 -18.773749),0
2021-08-24,2021-08-24,12:34:20,13:10:39,Pontos_Randomicos,Turbidity,1.16,NTU,0.431,m,Reservatorio de Tr̻s Marias,Reservoir,-18.8278,-45.1845,Brazil,Simoa_Geo,South,Winter,Tres_Marias,0,198.0,326.0,420.0,158.0,127.0,74.0,91.0,76.0,65.0,55.0,54.0,46.0,0.0,0.0,0.0,0.0079,0.4235,0.6935483870967741,-0.8675702857142855,Water_Surface,No_Snow,Water,POINT (-45.184479 -18.827839),0
2021-08-24,2021-08-24,10:50:38,13:10:39,Pontos_Randomicos,Turbidity,0.55,NTU,0.472,m,Reservatorio de Tr̻s Marias,Reservoir,-18.5186,-45.2589,Brazil,Simoa_Geo,South,Winter,Tres_Marias,0,183.0,254.0,311.0,114.0,95.0,77.0,98.0,72.0,76.0,76.0,42.0,30.0,0.0,0.0,0.0,0.0079,0.4235,0.6240208877284594,-0.8994912797427652,Water_Surface,No_Snow,Water,POINT (-45.258859 -18.518636),0
2021-08-24,2021-08-24,10:45:45,13:10:39,Pontos_Randomicos,Turbidity,0.64,NTU,0.469,m,Reservatorio de Tr̻s Marias,Reservoir,-18.5054,-45.2758,Brazil,Simoa_Geo,South,Winter,Tres_Marias,0,183.0,263.0,295.0,116.0,97.0,67.0,72.0,63.0,67.0,55.0,36.0,36.0,0.0,0.0,0.0,0.0079,0.4235,0.6480446927374302,-1.0000953220338984,Water_Surface,No_Snow,Water,POINT (-45.275828 -18.505402),0
2021-08-24,2021-08-24,12:42:40,13:10:39,Pontos_Randomicos,Turbidity,1.91,NTU,0.447,m,Reservatorio de Tr̻s Marias,Reservoir,-18.81,-45.1658,Brazil,Simoa_Geo,South,Winter,Tres_Marias,0,202.0,321.0,463.0,185.0,155.0,89.0,87.0,88.0,71.0,52.0,75.0,54.0,0.0,0.0,0.0,0.0079,0.4235,0.6805807622504536,-0.7909392051835853,Water_Surface,No_Snow,Water,POINT (-45.165776 -18.81003),0
2021-08-24,2021-08-24,10:20:18,13:10:39,Pontos_Randomicos,Turbidity,0.6,NTU,0.458,m,Reservatorio de Tr̻s Marias,Reservoir,-18.443,-45.3458,Brazil,Simoa_Geo,South,Winter,Tres_Marias,0,219.0,295.0,334.0,121.0,95.0,74.0,79.0,69.0,63.0,64.0,48.0,49.0,0.0,0.0,0.0,0.0079,0.4235,0.6575682382133995,-1.015876119760479,Water_Surface,No_Snow,Water,POINT (-45.345816 -18.443046),0
2021-08-24,2021-08-24,10:04:22,13:10:39,Pontos_Randomicos,Turbidity,0.53,NTU,0.481,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4102,-45.3011,Brazil,Simoa_Geo,South,Winter,Tres_Marias,0,224.0,286.0,333.0,140.0,124.0,98.0,108.0,88.0,84.0,77.0,55.0,40.0,0.0,0.0,0.0,0.0079,0.4235,0.5819477434679334,-0.964282978978979,Water_Surface,No_Snow,Water,POINT (-45.3011 -18.410188),0
2021-08-24,2021-08-24,09:15:37,13:10:39,Pontos_Randomicos,Turbidity,0.51,NTU,0.61,m,Reservatorio de Tr̻s Marias,Reservoir,-18.227,-45.259,Brazil,Simoa_Geo,South,Winter,Tres_Marias,0,190.0,265.0,295.0,113.0,96.0,83.0,84.0,69.0,64.0,70.0,44.0,47.0,0.0,0.0,0.0,0.0079,0.4235,0.6208791208791208,-1.0448551186440678,Water_Surface,No_Snow,Water,POINT (-45.259011 -18.227006),0
2021-08-24,2021-08-24,09:20:00,13:10:39,Pontos_Randomicos,Turbidity,0.52,NTU,0.449,m,Reservatorio de Tr̻s Marias,Reservoir,-18.2429,-45.2649,Brazil,Simoa_Geo,South,Winter,Tres_Marias,0,197.0,281.0,307.0,129.0,99.0,99.0,94.0,82.0,75.0,81.0,41.0,34.0,0.0,0.0,0.0,0.0079,0.4235,0.5784061696658097,-1.011510631921824,Water_Surface,No_Snow,Water,POINT (-45.264872 -18.242897),0
2021-08-24,2021-08-24,09:28:48,13:10:39,Pontos_Randomicos,Turbidity,0.45,NTU,0.518,m,Reservatorio de Tr̻s Marias,Reservoir,-18.2686,-45.2833,Brazil,Simoa_Geo,South,Winter,Tres_Marias,0,218.0,280.0,307.0,133.0,113.0,101.0,103.0,85.0,82.0,76.0,48.0,37.0,0.0,0.0,0.0,0.0079,0.4235,0.5663265306122449,-1.01847328990228,Water_Surface,No_Snow,Water,POINT (-45.283293 -18.268629),0
2021-08-24,2021-08-24,09:35:18,13:10:39,Pontos_Randomicos,Turbidity,0.51,NTU,0.525,m,Reservatorio de Tr̻s Marias,Reservoir,-18.2908,-45.2998,Brazil,Simoa_Geo,South,Winter,Tres_Marias,0,217.0,287.0,306.0,126.0,113.0,88.0,87.0,76.0,77.0,78.0,43.0,35.0,0.0,0.0,0.0,0.0079,0.4235,0.6020942408376964,-1.0382995816993463,Water_Surface,No_Snow,Water,POINT (-45.299775 -18.290823),0
2021-08-24,2021-08-24,09:41:23,13:10:39,Pontos_Randomicos,Turbidity,0.51,NTU,0.404,m,Reservatorio de Tr̻s Marias,Reservoir,-18.3181,-45.2985,Brazil,Simoa_Geo,South,Winter,Tres_Marias,0,197.0,271.0,274.0,107.0,95.0,75.0,86.0,69.0,53.0,67.0,36.0,41.0,0.0,0.0,0.0,0.0079,0.4235,0.5976676384839651,-1.1260861313868613,Water_Surface,No_Snow,Water,POINT (-45.298531 -18.318149),0
2021-08-24,2021-08-24,09:49:26,13:10:39,Pontos_Randomicos,Turbidity,0.49,NTU,0.52,m,Reservatorio de Tr̻s Marias,Reservoir,-18.3475,-45.2876,Brazil,Simoa_Geo,South,Winter,Tres_Marias,0,210.0,276.0,303.0,130.0,106.0,88.0,96.0,83.0,76.0,79.0,49.0,46.0,0.0,0.0,0.0,0.0079,0.4235,0.5699481865284973,-1.0490302706270629,Water_Surface,No_Snow,Water,POINT (-45.287586 -18.347508),0
2021-08-24,2021-08-24,10:40:29,13:10:39,Pontos_Randomicos,Turbidity,0.58,NTU,0.491,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4924,-45.2945,Brazil,Simoa_Geo,South,Winter,Tres_Marias,0,188.0,270.0,294.0,126.0,119.0,92.0,89.0,80.0,69.0,80.0,43.0,33.0,0.0,0.0,0.0,0.0079,0.4235,0.5721925133689839,-1.0169122448979593,Water_Surface,No_Snow,Water,POINT (-45.294549 -18.49242),0
2021-08-24,2021-08-24,09:57:18,13:10:39,Pontos_Randomicos,Turbidity,0.54,NTU,0.484,m,Reservatorio de Tr̻s Marias,Reservoir,-18.382,-45.297,Brazil,Simoa_Geo,South,Winter,Tres_Marias,0,206.0,278.0,301.0,121.0,112.0,84.0,85.0,81.0,79.0,82.0,50.0,40.0,0.0,0.0,0.0,0.0079,0.4235,0.5759162303664922,-1.0433704053156143,Water_Surface,No_Snow,Water,POINT (-45.296974 -18.381957),0
2021-08-24,2021-08-24,10:32:34,13:10:39,Pontos_Randomicos,Turbidity,0.47,NTU,0.434,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4906,-45.3348,Brazil,Simoa_Geo,South,Winter,Tres_Marias,0,189.0,255.0,280.0,122.0,109.0,91.0,96.0,82.0,77.0,77.0,51.0,40.0,0.0,0.0,0.0,0.0079,0.4235,0.5469613259668508,-1.0412474285714286,Water_Surface,No_Snow,Water,POINT (-45.33477 -18.490599),0
2021-08-24,2021-08-24,10:25:36,13:10:39,Pontos_Randomicos,Turbidity,0.51,NTU,0.466,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4604,-45.3512,Brazil,Simoa_Geo,South,Winter,Tres_Marias,0,188.0,250.0,288.0,108.0,88.0,75.0,73.0,61.0,43.0,60.0,44.0,47.0,0.0,0.0,0.0,0.0079,0.4235,0.650429799426934,-1.019198,Water_Surface,No_Snow,Water,POINT (-45.351247 -18.460422),0
2021-08-24,2021-08-24,10:13:56,13:10:39,Pontos_Randomicos,Turbidity,0.49,NTU,0.432,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4368,-45.3215,Brazil,Simoa_Geo,South,Winter,Tres_Marias,0,211.0,275.0,303.0,133.0,109.0,88.0,93.0,85.0,89.0,81.0,50.0,43.0,0.0,0.0,0.0,0.0079,0.4235,0.5618556701030928,-1.0357489504950494,Water_Surface,No_Snow,Water,POINT (-45.321484 -18.436819),0
2021-06-20,2021-06-20,13:17:32,13:12:41,Pontos_Randomicos,Turbidity,0.82,NTU,0.372,m,Reservatorio de Tr̻s Marias,Reservoir,-18.6807,-45.2146,Brazil,Simoa_Geo,South,Autumn,Tres_Marias,0,185.0,204.0,299.0,117.0,109.0,78.0,77.0,68.0,68.0,42.0,52.0,50.0,0.0,0.0,0.0,0.6875,0.7259,0.6294277929155314,-0.8372743277591974,Water_Surface,No_Snow,Water,POINT (-45.21457077 -18.680744749),0
2021-06-20,2021-06-20,13:03:19,13:12:41,Pontos_Randomicos,Turbidity,0.77,NTU,0.435,m,Reservatorio de Tr̻s Marias,Reservoir,-18.6174,-45.2337,Brazil,Simoa_Geo,South,Autumn,Tres_Marias,0,208.0,226.0,321.0,130.0,116.0,67.0,82.0,68.0,79.0,58.0,77.0,54.0,0.0,0.0,0.0,0.6875,0.7259,0.6503856041131105,-0.8612901433021807,Water_Surface,No_Snow,Water,POINT (-45.233702548 -18.617431959),0
2021-06-20,2021-06-20,12:56:54,13:12:41,Pontos_Randomicos,Turbidity,0.65,NTU,0.448,m,Reservatorio de Tr̻s Marias,Reservoir,-18.5926,-45.2292,Brazil,Simoa_Geo,South,Autumn,Tres_Marias,0,187.0,188.0,289.0,127.0,102.0,95.0,98.0,80.0,100.0,36.0,51.0,41.0,0.0,0.0,0.0,0.6875,0.7259,0.5663956639566395,-0.7796315432525952,Water_Surface,No_Snow,Water,POINT (-45.229218146 -18.592564445),0
2021-06-20,2021-06-20,10:45:03,13:12:41,Pontos_Randomicos,Turbidity,0.98,NTU,0.379,m,Reservatorio de Tr̻s Marias,Reservoir,-18.5,-45.4296,Brazil,Simoa_Limnologia,South,Autumn,Tres_Marias,0,199.0,263.0,360.0,141.0,110.0,92.0,69.0,76.0,78.0,54.0,54.0,43.0,0.0,0.0,0.0,0.6875,0.7259,0.6513761467889908,-0.834628,Water_Surface,No_Snow,Water,POINT (-45.429628 -18.500045),0
2021-06-20,2021-06-20,09:22:57,13:12:41,Pontos_Randomicos,Turbidity,1.02,NTU,0.415,m,Reservatorio de Tr̻s Marias,Reservoir,-18.5136,-45.2798,Brazil,Simoa_Limnologia,South,Autumn,Tres_Marias,0,184.0,197.0,318.0,121.0,102.0,63.0,65.0,55.0,59.0,42.0,62.0,51.0,0.0,0.0,0.0,0.6875,0.7259,0.705093833780161,-0.7682902138364779,Water_Surface,No_Snow,Water,POINT (-45.279776 -18.513567),0
2021-06-20,2021-06-20,12:36:50,13:12:41,Pontos_Randomicos,Turbidity,0.73,NTU,0.395,m,Reservatorio de Tr̻s Marias,Reservoir,-18.533,-45.2215,Brazil,Simoa_Limnologia,South,Autumn,Tres_Marias,0,176.0,194.0,283.0,116.0,102.0,77.0,90.0,71.0,66.0,38.0,48.0,52.0,0.0,0.0,0.0,0.6875,0.7259,0.5988700564971751,-0.8571379505300354,Water_Surface,No_Snow,Water,POINT (-45.221461 -18.533004),0
2021-06-20,2021-06-20,09:45:41,13:12:41,Pontos_Randomicos,Turbidity,0.77,NTU,0.411,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4826,-45.2947,Brazil,Simoa_Limnologia,South,Autumn,Tres_Marias,0,152.0,183.0,242.0,109.0,75.0,67.0,65.0,64.0,68.0,62.0,52.0,44.0,0.0,0.0,0.0,0.6875,0.7259,0.5816993464052288,-0.92827652892562,Water_Surface,No_Snow,Water,POINT (-45.294749 -18.482598),0
2021-06-20,2021-06-20,12:50:26,13:12:41,Pontos_Randomicos,Turbidity,0.67,NTU,0.34,m,Reservatorio de Tr̻s Marias,Reservoir,-18.5676,-45.2336,Brazil,Simoa_Limnologia,South,Autumn,Tres_Marias,0,184.0,198.0,268.0,126.0,107.0,73.0,88.0,70.0,65.0,62.0,59.0,41.0,0.0,0.0,0.0,0.6875,0.7259,0.5857988165680473,-0.8809870447761193,Water_Surface,No_Snow,Water,POINT (-45.233645 -18.567596),0
2021-06-20,2021-06-20,10:56:46,13:12:41,Pontos_Randomicos,Turbidity,1.06,NTU,0.386,m,Reservatorio de Tr̻s Marias,Reservoir,-18.5155,-45.4213,Brazil,Simoa_Limnologia,South,Autumn,Tres_Marias,0,185.0,245.0,384.0,142.0,110.0,72.0,72.0,77.0,78.0,36.0,106.0,78.0,0.0,0.0,0.0,0.6875,0.7259,0.665943600867679,-0.8300378333333336,Water_Surface,No_Snow,Water,POINT (-45.421339 -18.515465),0
2021-06-20,2021-06-20,12:26:52,13:12:41,Pontos_Randomicos,Turbidity,0.8,NTU,0.394,m,Reservatorio de Tr̻s Marias,Reservoir,-18.5353,-45.2463,Brazil,Simoa_Limnologia,South,Autumn,Tres_Marias,0,174.0,197.0,278.0,102.0,75.0,40.0,40.0,39.0,44.0,30.0,64.0,56.0,0.0,0.0,0.0,0.6875,0.7259,0.7539432176656151,-0.9013879424460433,Water_Surface,No_Snow,Water,POINT (-45.246288 -18.535278),0
2021-06-20,2021-06-20,09:30:09,13:12:41,Pontos_Randomicos,Turbidity,0.53,NTU,0.439,m,Reservatorio de Tr̻s Marias,Reservoir,-18.5057,-45.268,Brazil,Simoa_Limnologia,South,Autumn,Tres_Marias,0,154.0,147.0,287.0,107.0,106.0,66.0,78.0,62.0,83.0,56.0,69.0,43.0,0.0,0.0,0.0,0.6875,0.7259,0.6446991404011461,-0.652504905923345,Water_Surface,No_Snow,Water,POINT (-45.267978 -18.505721),0
2021-06-20,2021-06-20,09:40:10,13:12:41,Pontos_Randomicos,Turbidity,1.24,NTU,0.361,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4943,-45.303,Brazil,Simoa_Limnologia,South,Autumn,Tres_Marias,0,205.0,228.0,352.0,153.0,131.0,90.0,92.0,86.0,99.0,46.0,94.0,78.0,0.0,0.0,0.0,0.6875,0.7259,0.6073059360730594,-0.8574421818181819,Water_Surface,No_Snow,Water,POINT (-45.302972 -18.494307),0
2021-06-20,2021-06-20,09:56:04,13:12:41,Pontos_Randomicos,Turbidity,0.75,NTU,0.404,m,Reservatorio de Tr̻s Marias,Reservoir,-18.4919,-45.3442,Brazil,Simoa_Limnologia,South,Autumn,Tres_Marias,0,200.0,211.0,289.0,122.0,93.0,74.0,73.0,70.0,73.0,41.0,78.0,74.0,0.0,0.0,0.0,0.6875,0.7259,0.6100278551532033,-0.9766431695501732,Water_Surface,No_Snow,Water,POINT (-45.344174 -18.491932),0
2021-06-20,2021-06-20,11:09:32,13:12:41,Pontos_Randomicos,Turbidity,1.03,NTU,0.409,m,Reservatorio de Tr̻s Marias,Reservoir,-18.5246,-45.4442,Brazil,Simoa_Limnologia,South,Autumn,Tres_Marias,0,210.0,293.0,416.0,162.0,137.0,94.0,82.0,87.0,96.0,61.0,81.0,68.0,0.0,0.0,0.0,0.6875,0.7259,0.6540755467196819,-0.8519484615384616,Water_Surface,No_Snow,Water,POINT (-45.444176 -18.524631),0
