BAND_1,BAND_2,BAND_3,BAND_4,BAND_5,BAND_6,BAND_7,BAND_8,BAND_8A,BAND_9,BAND_11,BAND_12,Classe,Dominio
0.030000000000000002,0.0514,0.0845,0.0654,0.06280000000000001,0.0201,0.018500000000000003,0.016,0.009300000000000001,0.0002,0.0007,0.0008,0,Estados_Unidos
0.0281,0.033100000000000004,0.052000000000000005,0.0446,0.0412,0.0408,0.0397,0.0427,0.0419,0.056,0.0477,0.038400000000000004,0,Estados_Unidos
0.0322,0.0505,0.07050000000000001,0.0726,0.09380000000000001,0.12480000000000001,0.137,0.14930000000000002,0.1447,0.1343,0.124,0.0956,0,Estados_Unidos
0.0322,0.0505,0.07050000000000001,0.0726,0.09380000000000001,0.12480000000000001,0.137,0.14930000000000002,0.1447,0.1343,0.124,0.0956,0,Estados_Unidos
0.027200000000000002,0.0413,0.0477,0.018600000000000002,0.012,0.005200000000000001,0.0051,0.0057,0.0037,0.0022,0.0032,0.0028,0,Estados_Unidos
0.22410000000000002,0.21300000000000002,0.2134,0.218,0.23020000000000002,0.2277,0.23470000000000002,0.2417,0.2439,0.28290000000000004,0.3206,0.3094,0,Estados_Unidos
0.0438,0.06470000000000001,0.07970000000000001,0.039900000000000005,0.026000000000000002,0.011600000000000001,0.0118,0.0105,0.0082,0.0029000000000000002,0.0049,0.0049,0,Estados_Unidos
0.014400000000000001,0.0196,0.0184,0.0137,0.0146,0.013300000000000001,0.0146,0.012400000000000001,0.0123,0.0228,0.0112,0.0099,0,Estados_Unidos
0.014700000000000001,0.019100000000000002,0.0164,0.0123,0.0134,0.012100000000000001,0.0134,0.0117,0.0105,0.013800000000000002,0.010700000000000001,0.008400000000000001,0,Estados_Unidos
0.028200000000000003,0.0279,0.025,0.0206,0.024300000000000002,0.022600000000000002,0.0227,0.0224,0.0223,0.0824,0.0211,0.018500000000000003,0,Estados_Unidos
0.0117,0.012100000000000001,0.0088,0.0074,0.0068000000000000005,0.0063,0.0085,0.0056,0.006200000000000001,0.005200000000000001,0.0115,0.010100000000000001,0,Estados_Unidos
0.0236,0.023,0.021400000000000002,0.0135,0.0154,0.0128,0.016800000000000002,0.0149,0.0172,0.048600000000000004,0.0175,0.0122,0,Estados_Unidos
0.0708,0.047400000000000005,0.0557,0.0402,0.077,0.0555,0.0592,0.0546,0.0545,0.20170000000000002,0.0488,0.04,0,Estados_Unidos
0.24350000000000002,0.2394,0.23800000000000002,0.2258,0.2398,0.2336,0.2305,0.2753,0.2238,0.39430000000000004,0.2732,0.2278,0,Estados_Unidos
0.0137,0.0182,0.0198,0.0126,0.0173,0.0137,0.0179,0.013800000000000002,0.014700000000000001,0.029300000000000003,0.015300000000000001,0.0115,0,Estados_Unidos
0.045200000000000004,0.0733,0.0883,0.0873,0.1,0.1075,0.11750000000000001,0.1153,0.1188,0.06380000000000001,0.11510000000000001,0.0931,0,Estados_Unidos
0.0134,0.0217,0.019700000000000002,0.0184,0.0221,0.018500000000000003,0.022000000000000002,0.019,0.0182,0.0374,0.0161,0.0143,0,Estados_Unidos
0.006,0.013900000000000001,0.0109,0.0106,0.015300000000000001,0.0167,0.019100000000000002,0.019700000000000002,0.0224,0.0361,0.030500000000000003,0.0167,0,Estados_Unidos
0.054,0.0664,0.0814,0.0756,0.1056,0.11860000000000001,0.1325,0.1182,0.13520000000000001,0.1393,0.14070000000000002,0.11750000000000001,0,Estados_Unidos
0.027700000000000002,0.033,0.0317,0.0309,0.0448,0.0514,0.060200000000000004,0.055,0.0658,0.1272,0.050100000000000006,0.036000000000000004,0,Estados_Unidos
0.014400000000000001,0.0176,0.0108,0.0092,0.0091,0.0038,0.0061,0.0036000000000000003,0.0028,0.0002,0.0068000000000000005,0.0063,0,Estados_Unidos
0.8685,0.9124,0.9106000000000001,0.9103,0.9886,0.9607,0.9629000000000001,0.9233,0.9509000000000001,1.3722,0.9989,0.9898,0,Estados_Unidos
0.0122,0.0166,0.0106,0.0079,0.0083,0.0055000000000000005,0.0076,0.006900000000000001,0.0056,0.0011,0.009300000000000001,0.0071,0,Estados_Unidos
0.026600000000000002,0.0263,0.0227,0.021,0.025500000000000002,0.0268,0.0298,0.0286,0.0296,0.13440000000000002,0.028300000000000002,0.0221,0,Estados_Unidos
0.0229,0.0219,0.0188,0.013000000000000001,0.015000000000000001,0.0167,0.0205,0.019200000000000002,0.0204,0.048400000000000006,0.0193,0.012100000000000001,0,Estados_Unidos
0.14120000000000002,0.08310000000000001,0.07300000000000001,0.0523,0.0533,0.0555,0.0645,0.07590000000000001,0.0751,0.2625,0.0801,0.10020000000000001,0,Estados_Unidos
0.0105,0.014100000000000001,0.0132,0.012100000000000001,0.016800000000000002,0.0079,0.0088,0.0068000000000000005,0.0059,0.0001,0.0022,0.0027,0,Estados_Unidos
0.0119,0.0281,0.040100000000000004,0.039,0.0775,0.1179,0.1364,0.1433,0.16240000000000002,0.137,0.13540000000000002,0.079,0,Estados_Unidos
0.054,0.0664,0.0814,0.0756,0.1056,0.11860000000000001,0.1325,0.1182,0.13520000000000001,0.1393,0.14070000000000002,0.11750000000000001,0,Estados_Unidos
0.2054,0.2898,0.2674,0.24500000000000002,0.2695,0.2863,0.2893,0.34500000000000003,0.28850000000000003,0.3637,0.305,0.2735,0,Estados_Unidos
0.0115,0.0155,0.013000000000000001,0.0109,0.0132,0.013300000000000001,0.0142,0.0129,0.0132,0.0239,0.0115,0.0105,0,Estados_Unidos
0.0264,0.0323,0.0352,0.0303,0.044500000000000005,0.0636,0.0757,0.07200000000000001,0.0818,0.14880000000000002,0.0679,0.034300000000000004,0,Estados_Unidos
0.0264,0.057600000000000005,0.0659,0.0689,0.0907,0.10600000000000001,0.1188,0.1183,0.1355,0.1262,0.1431,0.11180000000000001,0,Estados_Unidos
0.0145,0.0148,0.0193,0.016300000000000002,0.0337,0.0514,0.062200000000000005,0.0511,0.0692,0.2092,0.054700000000000006,0.030100000000000002,0,Estados_Unidos
0.009600000000000001,0.0137,0.0076,0.004,0.0043,0.0037,0.0054,0.0028,0.0026000000000000003,0.0001,0.0055000000000000005,0.0044,0,Estados_Unidos
0.0267,0.0303,0.024,0.020900000000000002,0.0241,0.021500000000000002,0.022600000000000002,0.0218,0.0199,0.06910000000000001,0.0184,0.0162,0,Estados_Unidos
0.0082,0.0216,0.0269,0.0316,0.0512,0.0751,0.0886,0.0965,0.1038,0.1955,0.0785,0.0471,0,Estados_Unidos
0.018600000000000002,0.0235,0.0218,0.0128,0.0132,0.009300000000000001,0.0098,0.0085,0.0086,0.013600000000000001,0.0102,0.0092,0,Estados_Unidos
0.0029000000000000002,0.0078000000000000005,0.017,0.0162,0.014700000000000001,0.0054,0.0063,0.0054,0.0044,0.0001,0.002,0.0017000000000000001,0,Estados_Unidos
0.0057,0.0105,0.0268,0.022500000000000003,0.023700000000000002,0.0089,0.0083,0.0083,0.0051,0.0001,0.0017000000000000001,0.0016,0,Estados_Unidos
0.0057,0.0105,0.0268,0.022500000000000003,0.023700000000000002,0.0089,0.0083,0.0083,0.0051,0.0001,0.0017000000000000001,0.0016,0,Estados_Unidos
0.0158,0.026000000000000002,0.0509,0.055,0.053000000000000005,0.0196,0.0171,0.0165,0.010100000000000001,0.0021000000000000003,0.0055000000000000005,0.0039000000000000003,0,Estados_Unidos
0.0099,0.0115,0.031900000000000005,0.0151,0.0158,0.0078000000000000005,0.006900000000000001,0.007,0.0053,0.0001,0.0008,0.0002,0,Estados_Unidos
0.007200000000000001,0.0045000000000000005,0.0106,0.0125,0.0236,0.011000000000000001,0.010700000000000001,0.0099,0.0066,0.0001,0.0009000000000000001,0.00030000000000000003,0,Estados_Unidos
0.0054,0.0091,0.0207,0.019100000000000002,0.0178,0.0066,0.0077,0.0064,0.0036000000000000003,0.0002,0.0013000000000000002,0.0006000000000000001,0,Estados_Unidos
0.0024000000000000002,0.0049,0.0164,0.0132,0.0216,0.0082,0.0083,0.0077,0.0056,0.0001,0.0005,0.0007,0,Estados_Unidos
0.0184,0.030600000000000002,0.0594,0.0699,0.0665,0.025400000000000002,0.023100000000000002,0.021500000000000002,0.0112,0.0006000000000000001,0.0018000000000000002,0.0014,1,Estados_Unidos
0.0026000000000000003,0.0036000000000000003,0.008400000000000001,0.006500000000000001,0.009000000000000001,0.004200000000000001,0.0068000000000000005,0.0049,0.003,0.0001,0.0008,0.0006000000000000001,0,Estados_Unidos
0.0001,0.0013000000000000002,0.0128,0.015300000000000001,0.031400000000000004,0.062400000000000004,0.0732,0.0821,0.08070000000000001,0.0833,0.0516,0.027700000000000002,0,Estados_Unidos
0.0001,0.013600000000000001,0.0218,0.027600000000000003,0.0333,0.038400000000000004,0.056600000000000004,0.047900000000000005,0.0485,0.0347,0.0528,0.0438,0,Estados_Unidos
0.0145,0.020800000000000003,0.0395,0.032100000000000004,0.0241,0.0061,0.006,0.0061,0.0029000000000000002,0.0001,0.0024000000000000002,0.0025,0,Estados_Unidos
0.0102,0.024900000000000002,0.044700000000000004,0.054700000000000006,0.07970000000000001,0.1022,0.11460000000000001,0.13,0.1398,0.0848,0.1593,0.111,0,Estados_Unidos
0.0078000000000000005,0.0092,0.0158,0.0073,0.0053,0.0029000000000000002,0.0033,0.0044,0.004,0.0009000000000000001,0.0006000000000000001,0.0011,0,Estados_Unidos
0.0114,0.019200000000000002,0.0361,0.0308,0.0235,0.0063,0.0057,0.007,0.0049,0.00030000000000000003,0.0009000000000000001,0.0016,0,Estados_Unidos
0.0056,0.0089,0.0173,0.008,0.0053,0.002,0.0045000000000000005,0.0046,0.0047,0.0025,0.0029000000000000002,0.0013000000000000002,0,Estados_Unidos
0.0001,0.0011,0.0024000000000000002,0.0023,0.0021000000000000003,0.0011,0.0016,0.0026000000000000003,0.0015,0.0001,0.0007,0.0014,0,Estados_Unidos
0.0298,0.07010000000000001,0.0985,0.1187,0.1378,0.16670000000000001,0.1796,0.18760000000000002,0.19060000000000002,0.0716,0.167,0.1267,0,Estados_Unidos
0.0001,0.0134,0.031100000000000003,0.015600000000000001,0.043300000000000005,0.0198,0.0198,0.0148,0.0047,0.0005,0.0066,0.0048000000000000004,0,Estados_Unidos
0.0105,0.0206,0.025900000000000003,0.020300000000000002,0.0179,0.0086,0.0099,0.008700000000000001,0.0081,0.0031000000000000003,0.0026000000000000003,0.0024000000000000002,0,Estados_Unidos
0.0024000000000000002,0.015600000000000001,0.0229,0.0151,0.0166,0.0079,0.0089,0.0085,0.006900000000000001,0.003,0.0035,0.0021000000000000003,0,Estados_Unidos
0.012100000000000001,0.019,0.023100000000000002,0.0172,0.0178,0.0088,0.0114,0.0102,0.008400000000000001,0.026600000000000002,0.0049,0.0037,0,Estados_Unidos
0.0097,0.022000000000000002,0.04,0.0356,0.0448,0.0213,0.0199,0.0172,0.0119,0.0118,0.0047,0.0026000000000000003,0,Estados_Unidos
0.014100000000000001,0.030600000000000002,0.0604,0.0247,0.0287,0.0106,0.013900000000000001,0.011000000000000001,0.006,0.0587,0.0094,0.006500000000000001,0,Estados_Unidos
0.0061,0.020200000000000003,0.030100000000000002,0.0204,0.024800000000000003,0.010400000000000001,0.0117,0.0103,0.0094,0.0049,0.0034000000000000002,0.0035,0,Estados_Unidos
0.0111,0.0165,0.0148,0.013900000000000001,0.0143,0.0159,0.0176,0.0199,0.016900000000000002,0.055400000000000005,0.015300000000000001,0.013900000000000001,0,Estados_Unidos
0.022600000000000002,0.0211,0.022500000000000003,0.0275,0.035300000000000005,0.0345,0.0374,0.033600000000000005,0.036000000000000004,0.0753,0.0405,0.0349,0,Estados_Unidos
0.0268,0.0366,0.0664,0.0582,0.07350000000000001,0.0366,0.032100000000000004,0.028300000000000002,0.0207,0.048600000000000004,0.010400000000000001,0.007500000000000001,1,Estados_Unidos
0.0088,0.0189,0.028900000000000002,0.0227,0.023100000000000002,0.012,0.012400000000000001,0.0103,0.007500000000000001,0.0025,0.0041,0.0026000000000000003,0,Estados_Unidos
0.0106,0.0189,0.0279,0.024,0.0241,0.010700000000000001,0.0106,0.01,0.0078000000000000005,0.0001,0.0026000000000000003,0.0023,0,Estados_Unidos
0.0001,0.0137,0.0304,0.0148,0.0436,0.0166,0.0151,0.0122,0.0057,0.0001,0.0038,0.0039000000000000003,0,Estados_Unidos
0.0088,0.0189,0.028900000000000002,0.0227,0.023100000000000002,0.012,0.012400000000000001,0.0103,0.007500000000000001,0.0025,0.0041,0.0026000000000000003,0,Estados_Unidos
0.009600000000000001,0.0161,0.0213,0.0145,0.0152,0.009300000000000001,0.0102,0.0118,0.010100000000000001,0.0506,0.0054,0.0038,0,Estados_Unidos
0.026000000000000002,0.0341,0.043000000000000003,0.043000000000000003,0.062200000000000005,0.0703,0.0794,0.08220000000000001,0.0876,0.0995,0.07490000000000001,0.053000000000000005,0,Estados_Unidos
0.0217,0.0485,0.06430000000000001,0.06330000000000001,0.0819,0.11900000000000001,0.1348,0.1441,0.1376,0.1301,0.10890000000000001,0.0829,0,Estados_Unidos
0.0024000000000000002,0.015600000000000001,0.0229,0.0151,0.0166,0.0079,0.0089,0.0085,0.006900000000000001,0.003,0.0035,0.0021000000000000003,0,Estados_Unidos
0.0112,0.016,0.0189,0.013300000000000001,0.0236,0.0155,0.0177,0.017400000000000002,0.012100000000000001,0.1078,0.015300000000000001,0.0112,0,Estados_Unidos
0.055200000000000006,0.0517,0.0726,0.0565,0.055400000000000005,0.031400000000000004,0.031900000000000005,0.027,0.030500000000000003,0.07300000000000001,0.0269,0.0335,0,Estados_Unidos
0.055200000000000006,0.0517,0.0726,0.0565,0.055400000000000005,0.031400000000000004,0.031900000000000005,0.027,0.030500000000000003,0.07300000000000001,0.0269,0.0335,0,Estados_Unidos
0.1854,0.17320000000000002,0.18710000000000002,0.1822,0.20040000000000002,0.19490000000000002,0.2046,0.20420000000000002,0.2134,0.3052,0.215,0.19460000000000002,1,Estados_Unidos
0.055200000000000006,0.0517,0.0726,0.0565,0.055400000000000005,0.031400000000000004,0.031900000000000005,0.027,0.030500000000000003,0.07300000000000001,0.0269,0.0335,0,Estados_Unidos
0.055200000000000006,0.0517,0.0726,0.0565,0.055400000000000005,0.031400000000000004,0.031900000000000005,0.027,0.030500000000000003,0.07300000000000001,0.0269,0.0335,0,Estados_Unidos
0.1854,0.17320000000000002,0.18710000000000002,0.1822,0.20040000000000002,0.19490000000000002,0.2046,0.20420000000000002,0.2134,0.3052,0.215,0.19460000000000002,1,Estados_Unidos
0.1003,0.1472,0.1656,0.1628,0.1763,0.1572,0.164,0.17700000000000002,0.16190000000000002,0.1683,0.16920000000000002,0.1547,0,Estados_Unidos
0.1003,0.1472,0.1656,0.1628,0.1763,0.1572,0.164,0.17700000000000002,0.16190000000000002,0.1683,0.16920000000000002,0.1547,0,Estados_Unidos
0.055200000000000006,0.0517,0.0726,0.0565,0.055400000000000005,0.031400000000000004,0.031900000000000005,0.027,0.030500000000000003,0.07300000000000001,0.0269,0.0335,0,Estados_Unidos
0.009300000000000001,0.0173,0.024900000000000002,0.0154,0.0137,0.0038,0.0046,0.0043,0.0039000000000000003,0.0001,0.002,0.0017000000000000001,0,Estados_Unidos
0.055200000000000006,0.0517,0.0726,0.0565,0.055400000000000005,0.031400000000000004,0.031900000000000005,0.027,0.030500000000000003,0.07300000000000001,0.0269,0.0335,0,Estados_Unidos
0.1854,0.17320000000000002,0.18710000000000002,0.1822,0.20040000000000002,0.19490000000000002,0.2046,0.20420000000000002,0.2134,0.3052,0.215,0.19460000000000002,1,Estados_Unidos
0.0158,0.027,0.0441,0.031900000000000005,0.032600000000000004,0.010400000000000001,0.0119,0.0091,0.006,0.0001,0.0022,0.002,0,Estados_Unidos
0.1854,0.17320000000000002,0.18710000000000002,0.1822,0.20040000000000002,0.19490000000000002,0.2046,0.20420000000000002,0.2134,0.3052,0.215,0.19460000000000002,1,Estados_Unidos
0.1854,0.17320000000000002,0.18710000000000002,0.1822,0.20040000000000002,0.19490000000000002,0.2046,0.20420000000000002,0.2134,0.3052,0.215,0.19460000000000002,1,Estados_Unidos
0.1854,0.17320000000000002,0.18710000000000002,0.1822,0.20040000000000002,0.19490000000000002,0.2046,0.20420000000000002,0.2134,0.3052,0.215,0.19460000000000002,1,Estados_Unidos
0.055200000000000006,0.0517,0.0726,0.0565,0.055400000000000005,0.031400000000000004,0.031900000000000005,0.027,0.030500000000000003,0.07300000000000001,0.0269,0.0335,0,Estados_Unidos
0.1003,0.1472,0.1656,0.1628,0.1763,0.1572,0.164,0.17700000000000002,0.16190000000000002,0.1683,0.16920000000000002,0.1547,1,Estados_Unidos
0.055200000000000006,0.0517,0.0726,0.0565,0.055400000000000005,0.031400000000000004,0.031900000000000005,0.027,0.030500000000000003,0.07300000000000001,0.0269,0.0335,0,Estados_Unidos
0.0109,0.0175,0.027600000000000003,0.0158,0.0149,0.0018000000000000002,0.004,0.0036000000000000003,0.0017000000000000001,0.0001,0.0032,0.0029000000000000002,0,Estados_Unidos
0.1003,0.1472,0.1656,0.1628,0.1763,0.1572,0.164,0.17700000000000002,0.16190000000000002,0.1683,0.16920000000000002,0.1547,0,Estados_Unidos
0.055200000000000006,0.0517,0.0726,0.0565,0.055400000000000005,0.031400000000000004,0.031900000000000005,0.027,0.030500000000000003,0.07300000000000001,0.0269,0.0335,0,Estados_Unidos
0.1003,0.1472,0.1656,0.1628,0.1763,0.1572,0.164,0.17700000000000002,0.16190000000000002,0.1683,0.16920000000000002,0.1547,0,Estados_Unidos
0.013800000000000002,0.0196,0.029300000000000003,0.0176,0.017,0.0058000000000000005,0.0057,0.0051,0.0049,0.0001,0.0017000000000000001,0.001,0,Estados_Unidos
0.055200000000000006,0.0517,0.0726,0.0565,0.055400000000000005,0.031400000000000004,0.031900000000000005,0.027,0.030500000000000003,0.07300000000000001,0.0269,0.0335,0,Estados_Unidos
0.055200000000000006,0.0517,0.0726,0.0565,0.055400000000000005,0.031400000000000004,0.031900000000000005,0.027,0.030500000000000003,0.07300000000000001,0.0269,0.0335,0,Estados_Unidos
0.1003,0.1472,0.1656,0.1628,0.1763,0.1572,0.164,0.17700000000000002,0.16190000000000002,0.1683,0.16920000000000002,0.1547,0,Estados_Unidos
0.055200000000000006,0.0517,0.0726,0.0565,0.055400000000000005,0.031400000000000004,0.031900000000000005,0.027,0.030500000000000003,0.07300000000000001,0.0269,0.0335,0,Estados_Unidos
0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0013000000000000002,0.0041,0.0055000000000000005,0,Estados_Unidos
0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0013000000000000002,0.0041,0.0055000000000000005,0,Estados_Unidos
0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0001,0.0001,0.0002,0.0056,0.0117,0.0111,0,Estados_Unidos
0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0001,0.0001,0.0002,0.0056,0.0117,0.0111,0,Estados_Unidos
0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0001,0.0001,0.0002,0.0056,0.0117,0.0111,0,Estados_Unidos
0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0001,0.0001,0.0002,0.0056,0.0117,0.0111,0,Estados_Unidos
0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0013000000000000002,0.0041,0.0055000000000000005,0,Estados_Unidos
0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0001,0.0001,0.0002,0.0056,0.0117,0.0111,0,Estados_Unidos
0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0001,0.0001,0.0002,0.0056,0.0117,0.0111,0,Estados_Unidos
0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0001,0.0001,0.0002,0.0056,0.0117,0.0111,0,Estados_Unidos
0.0091,0.0193,0.028200000000000003,0.017400000000000002,0.0161,0.006900000000000001,0.0064,0.0068000000000000005,0.0046,0.006200000000000001,0.0032,0.003,0,Estados_Unidos
0.0102,0.0175,0.0196,0.010100000000000001,0.007500000000000001,0.003,0.006,0.0044,0.0035,0.00030000000000000003,0.0005,0.0004,0,Estados_Unidos
0.0063,0.0089,0.005,0.0028,0.0027,0.0013000000000000002,0.007200000000000001,0.0035,0.0064,0.0047,0.0097,0.0053,0,Estados_Unidos
0.0089,0.0106,0.0048000000000000004,0.0025,0.0041,0.0053,0.0073,0.0045000000000000005,0.0067,0.0074,0.007200000000000001,0.0039000000000000003,0,Estados_Unidos
0.0199,0.0187,0.019700000000000002,0.0137,0.013300000000000001,0.0106,0.0129,0.0105,0.012,0.021400000000000002,0.011000000000000001,0.0077,0,Estados_Unidos
0.0275,0.0345,0.0359,0.0281,0.0275,0.024300000000000002,0.0291,0.027200000000000002,0.027100000000000003,0.030000000000000002,0.0151,0.009600000000000001,0,Estados_Unidos
0.028300000000000002,0.0631,0.0814,0.08030000000000001,0.09280000000000001,0.1009,0.1082,0.10690000000000001,0.111,0.1091,0.11610000000000001,0.0994,1,Estados_Unidos
0.031,0.0449,0.0646,0.07,0.099,0.1393,0.15460000000000002,0.16720000000000002,0.1671,0.2305,0.154,0.1048,1,Estados_Unidos
0.0181,0.0199,0.0287,0.020800000000000003,0.030500000000000003,0.042300000000000004,0.052000000000000005,0.055900000000000005,0.0577,0.21250000000000002,0.031200000000000002,0.018500000000000003,0,Estados_Unidos
0.017400000000000002,0.0358,0.0675,0.039400000000000004,0.0529,0.0262,0.025,0.027200000000000002,0.020200000000000003,0.0206,0.0165,0.0123,0,Estados_Unidos
0.0181,0.0199,0.0287,0.020800000000000003,0.030500000000000003,0.042300000000000004,0.052000000000000005,0.055900000000000005,0.0577,0.21250000000000002,0.031200000000000002,0.018500000000000003,1,Estados_Unidos
0.031,0.0449,0.0646,0.07,0.099,0.1393,0.15460000000000002,0.16720000000000002,0.1671,0.2305,0.154,0.1048,0,Estados_Unidos
0.017400000000000002,0.0358,0.0675,0.039400000000000004,0.0529,0.0262,0.025,0.027200000000000002,0.020200000000000003,0.0206,0.0165,0.0123,0,Estados_Unidos
0.028300000000000002,0.0631,0.0814,0.08030000000000001,0.09280000000000001,0.1009,0.1082,0.10690000000000001,0.111,0.1091,0.11610000000000001,0.0994,0,Estados_Unidos
0.017400000000000002,0.0358,0.0675,0.039400000000000004,0.0529,0.0262,0.025,0.027200000000000002,0.020200000000000003,0.0206,0.0165,0.0123,0,Estados_Unidos
0.017400000000000002,0.0358,0.0675,0.039400000000000004,0.0529,0.0262,0.025,0.027200000000000002,0.020200000000000003,0.0206,0.0165,0.0123,0,Estados_Unidos
0.0085,0.0026000000000000003,0.0044,0.0043,0.004,0.0054,0.0056,0.0077,0.0066,0.0188,0.007200000000000001,0.0054,0,Estados_Unidos
0.0085,0.0026000000000000003,0.0044,0.0043,0.004,0.0054,0.0056,0.0077,0.0066,0.0188,0.007200000000000001,0.0054,0,Estados_Unidos
0.0077,0.0036000000000000003,0.0045000000000000005,0.0049,0.0038,0.003,0.0051,0.0047,0.005200000000000001,0.0051,0.006200000000000001,0.004,0,Estados_Unidos
0.0079,0.0038,0.0048000000000000004,0.0053,0.003,0.0038,0.0046,0.0054,0.0044,0.0051,0.006,0.0045000000000000005,0,Estados_Unidos
0.0077,0.0036000000000000003,0.0045000000000000005,0.0049,0.0038,0.003,0.0051,0.0047,0.005200000000000001,0.0051,0.006200000000000001,0.004,0,Estados_Unidos
0.0079,0.0038,0.0048000000000000004,0.0053,0.003,0.0038,0.0046,0.0054,0.0044,0.0051,0.006,0.0045000000000000005,0,Estados_Unidos
0.1252,0.2627,0.2446,0.216,0.2472,0.2735,0.2793,0.3594,0.2783,0.33030000000000004,0.3306,0.2576,0,Estados_Unidos
0.006900000000000001,0.0123,0.011300000000000001,0.0066,0.0058000000000000005,0.0046,0.0066,0.0047,0.005200000000000001,0.0023,0.0095,0.007200000000000001,0,Estados_Unidos
0.0126,0.015300000000000001,0.0099,0.0055000000000000005,0.006900000000000001,0.0098,0.013800000000000002,0.0089,0.0111,0.007500000000000001,0.005200000000000001,0.0046,0,Estados_Unidos
0.0709,0.1228,0.1057,0.0906,0.1041,0.1187,0.1279,0.14730000000000001,0.1264,0.1188,0.1336,0.1033,0,Estados_Unidos
0.027,0.0235,0.0199,0.01,0.0098,0.0074,0.009600000000000001,0.007500000000000001,0.0089,0.0005,0.009000000000000001,0.0059,0,Estados_Unidos
0.0212,0.015300000000000001,0.0235,0.0132,0.0304,0.07300000000000001,0.09230000000000001,0.0863,0.0975,0.19010000000000002,0.0591,0.029,0,Estados_Unidos
0.0092,0.014400000000000001,0.027700000000000002,0.0123,0.023,0.0025,0.0037,0.0007,0.0001,0.0001,0.0036000000000000003,0.0039000000000000003,0,Estados_Unidos
0.028900000000000002,0.0269,0.0211,0.0179,0.0193,0.0148,0.0183,0.013300000000000001,0.0151,0.014700000000000001,0.0145,0.0111,0,Estados_Unidos
0.014700000000000001,0.017400000000000002,0.010700000000000001,0.0078000000000000005,0.0086,0.0047,0.007500000000000001,0.004200000000000001,0.0037,0.0001,0.0054,0.0044,0,Estados_Unidos
0.0137,0.0001,0.0238,0.012,0.023200000000000002,0.0013000000000000002,0.0019,0.0014,0.00030000000000000003,0.1168,0.011300000000000001,0.013000000000000001,0,Estados_Unidos
0.0137,0.0001,0.0238,0.012,0.023200000000000002,0.0013000000000000002,0.0019,0.0014,0.00030000000000000003,0.1168,0.011300000000000001,0.013000000000000001,0,Estados_Unidos
0.0137,0.0001,0.0238,0.012,0.023200000000000002,0.0013000000000000002,0.0019,0.0014,0.00030000000000000003,0.1168,0.011300000000000001,0.013000000000000001,0,Estados_Unidos
0.0137,0.0001,0.0238,0.012,0.023200000000000002,0.0013000000000000002,0.0019,0.0014,0.00030000000000000003,0.1168,0.011300000000000001,0.013000000000000001,0,Estados_Unidos
0.0137,0.0001,0.0238,0.012,0.023200000000000002,0.0013000000000000002,0.0019,0.0014,0.00030000000000000003,0.1168,0.011300000000000001,0.013000000000000001,0,Estados_Unidos
0.0137,0.0001,0.0238,0.012,0.023200000000000002,0.0013000000000000002,0.0019,0.0014,0.00030000000000000003,0.1168,0.011300000000000001,0.013000000000000001,0,Estados_Unidos
0.0137,0.0001,0.0238,0.012,0.023200000000000002,0.0013000000000000002,0.0019,0.0014,0.00030000000000000003,0.1168,0.011300000000000001,0.013000000000000001,0,Estados_Unidos
0.0137,0.0001,0.0238,0.012,0.023200000000000002,0.0013000000000000002,0.0019,0.0014,0.00030000000000000003,0.1168,0.011300000000000001,0.013000000000000001,0,Estados_Unidos
0.0137,0.0001,0.0238,0.012,0.023200000000000002,0.0013000000000000002,0.0019,0.0014,0.00030000000000000003,0.1168,0.011300000000000001,0.013000000000000001,0,Estados_Unidos
0.0137,0.0001,0.0238,0.012,0.023200000000000002,0.0013000000000000002,0.0019,0.0014,0.00030000000000000003,0.1168,0.011300000000000001,0.013000000000000001,0,Estados_Unidos
0.0137,0.0001,0.0238,0.012,0.023200000000000002,0.0013000000000000002,0.0019,0.0014,0.00030000000000000003,0.1168,0.011300000000000001,0.013000000000000001,0,Estados_Unidos
0.0137,0.0001,0.0238,0.012,0.023200000000000002,0.0013000000000000002,0.0019,0.0014,0.00030000000000000003,0.1168,0.011300000000000001,0.013000000000000001,0,Estados_Unidos
0.0137,0.0001,0.0238,0.012,0.023200000000000002,0.0013000000000000002,0.0019,0.0014,0.00030000000000000003,0.1168,0.011300000000000001,0.013000000000000001,0,Estados_Unidos
0.0137,0.0001,0.0238,0.012,0.023200000000000002,0.0013000000000000002,0.0019,0.0014,0.00030000000000000003,0.1168,0.011300000000000001,0.013000000000000001,0,Estados_Unidos
