BAND_1,BAND_2,BAND_3,BAND_4,BAND_5,BAND_6,BAND_7,BAND_8,BAND_8A,BAND_9,BAND_11,BAND_12,Classe,Dominio
0.0342,0.0514,0.0589,0.0572,0.06960000000000001,0.0806,0.0872,0.0911,0.0946,0.1441,0.09570000000000001,0.0787,0,Estados_Unidos
0.0342,0.0514,0.0589,0.0572,0.06960000000000001,0.0806,0.0872,0.0911,0.0946,0.1441,0.09570000000000001,0.0787,0,Estados_Unidos
0.0342,0.0514,0.0589,0.0572,0.06960000000000001,0.0806,0.0872,0.0911,0.0946,0.1441,0.09570000000000001,0.0787,0,Estados_Unidos
0.0342,0.0514,0.0589,0.0572,0.06960000000000001,0.0806,0.0872,0.0911,0.0946,0.1441,0.09570000000000001,0.0787,0,Estados_Unidos
0.0342,0.0514,0.0589,0.0572,0.06960000000000001,0.0806,0.0872,0.0911,0.0946,0.1441,0.09570000000000001,0.0787,0,Estados_Unidos
0.0342,0.0514,0.0589,0.0572,0.06960000000000001,0.0806,0.0872,0.0911,0.0946,0.1441,0.09570000000000001,0.0787,0,Estados_Unidos
0.0342,0.0514,0.0589,0.0572,0.06960000000000001,0.0806,0.0872,0.0911,0.0946,0.1441,0.09570000000000001,0.0787,0,Estados_Unidos
0.0342,0.0514,0.0589,0.0572,0.06960000000000001,0.0806,0.0872,0.0911,0.0946,0.1441,0.09570000000000001,0.0787,0,Estados_Unidos
0.0342,0.0514,0.0589,0.0572,0.06960000000000001,0.0806,0.0872,0.0911,0.0946,0.1441,0.09570000000000001,0.0787,0,Estados_Unidos
0.0342,0.0514,0.0589,0.0572,0.06960000000000001,0.0806,0.0872,0.0911,0.0946,0.1441,0.09570000000000001,0.0787,0,Estados_Unidos
0.0342,0.0514,0.0589,0.0572,0.06960000000000001,0.0806,0.0872,0.0911,0.0946,0.1441,0.09570000000000001,0.0787,0,Estados_Unidos
0.0342,0.0514,0.0589,0.0572,0.06960000000000001,0.0806,0.0872,0.0911,0.0946,0.1441,0.09570000000000001,0.0787,0,Estados_Unidos
0.0342,0.0514,0.0589,0.0572,0.06960000000000001,0.0806,0.0872,0.0911,0.0946,0.1441,0.09570000000000001,0.0787,0,Estados_Unidos
0.0342,0.0514,0.0589,0.0572,0.06960000000000001,0.0806,0.0872,0.0911,0.0946,0.1441,0.09570000000000001,0.0787,0,Estados_Unidos
0.0342,0.0514,0.0589,0.0572,0.06960000000000001,0.0806,0.0872,0.0911,0.0946,0.1441,0.09570000000000001,0.0787,0,Estados_Unidos
0.0342,0.0514,0.0589,0.0572,0.06960000000000001,0.0806,0.0872,0.0911,0.0946,0.1441,0.09570000000000001,0.0787,0,Estados_Unidos
0.0342,0.0514,0.0589,0.0572,0.06960000000000001,0.0806,0.0872,0.0911,0.0946,0.1441,0.09570000000000001,0.0787,0,Estados_Unidos
0.0342,0.0514,0.0589,0.0572,0.06960000000000001,0.0806,0.0872,0.0911,0.0946,0.1441,0.09570000000000001,0.0787,0,Estados_Unidos
0.0342,0.0514,0.0589,0.0572,0.06960000000000001,0.0806,0.0872,0.0911,0.0946,0.1441,0.09570000000000001,0.0787,0,Estados_Unidos
0.0342,0.0514,0.0589,0.0572,0.06960000000000001,0.0806,0.0872,0.0911,0.0946,0.1441,0.09570000000000001,0.0787,0,Estados_Unidos
0.0342,0.0514,0.0589,0.0572,0.06960000000000001,0.0806,0.0872,0.0911,0.0946,0.1441,0.09570000000000001,0.0787,0,Estados_Unidos
0.0342,0.0514,0.0589,0.0572,0.06960000000000001,0.0806,0.0872,0.0911,0.0946,0.1441,0.09570000000000001,0.0787,0,Estados_Unidos
0.0342,0.0514,0.0589,0.0572,0.06960000000000001,0.0806,0.0872,0.0911,0.0946,0.1441,0.09570000000000001,0.0787,0,Estados_Unidos
0.0342,0.0514,0.0589,0.0572,0.06960000000000001,0.0806,0.0872,0.0911,0.0946,0.1441,0.09570000000000001,0.0787,0,Estados_Unidos
0.0342,0.0514,0.0589,0.0572,0.06960000000000001,0.0806,0.0872,0.0911,0.0946,0.1441,0.09570000000000001,0.0787,0,Estados_Unidos
0.0342,0.0514,0.0589,0.0572,0.06960000000000001,0.0806,0.0872,0.0911,0.0946,0.1441,0.09570000000000001,0.0787,0,Estados_Unidos
0.0342,0.0514,0.0589,0.0572,0.06960000000000001,0.0806,0.0872,0.0911,0.0946,0.1441,0.09570000000000001,0.0787,0,Estados_Unidos
0.0342,0.0514,0.0589,0.0572,0.06960000000000001,0.0806,0.0872,0.0911,0.0946,0.1441,0.09570000000000001,0.0787,0,Estados_Unidos
0.0342,0.0514,0.0589,0.0572,0.06960000000000001,0.0806,0.0872,0.0911,0.0946,0.1441,0.09570000000000001,0.0787,0,Estados_Unidos
0.0342,0.0514,0.0589,0.0572,0.06960000000000001,0.0806,0.0872,0.0911,0.0946,0.1441,0.09570000000000001,0.0787,0,Estados_Unidos
0.0342,0.0514,0.0589,0.0572,0.06960000000000001,0.0806,0.0872,0.0911,0.0946,0.1441,0.09570000000000001,0.0787,0,Estados_Unidos
0.0548,0.0582,0.0717,0.0671,0.0867,0.0627,0.06420000000000001,0.059000000000000004,0.0524,0.0347,0.0344,0.028300000000000002,0,Estados_Unidos
0.044700000000000004,0.0499,0.0526,0.0297,0.024800000000000003,0.0177,0.0198,0.0193,0.014,0.021500000000000002,0.0166,0.012100000000000001,0,Estados_Unidos
0.039,0.0392,0.049,0.0415,0.0558,0.0339,0.0341,0.0308,0.028300000000000002,0.0229,0.0263,0.0251,0,Estados_Unidos
0.0492,0.050300000000000004,0.058100000000000006,0.0494,0.0487,0.0307,0.0337,0.0309,0.0291,0.0358,0.0297,0.0263,0,Estados_Unidos
0.0711,0.1189,0.1163,0.113,0.1202,0.1144,0.1194,0.1203,0.11460000000000001,0.18960000000000002,0.11850000000000001,0.09870000000000001,0,Estados_Unidos
0.0926,0.1203,0.1193,0.1197,0.1236,0.1183,0.1202,0.1179,0.1189,0.13340000000000002,0.12430000000000001,0.1081,0,Estados_Unidos
0.10360000000000001,0.1203,0.1197,0.11950000000000001,0.12490000000000001,0.1169,0.1199,0.115,0.1169,0.1274,0.1158,0.1033,0,Estados_Unidos
0.0926,0.1203,0.1193,0.1197,0.1236,0.1183,0.1202,0.1179,0.1189,0.13340000000000002,0.12430000000000001,0.1081,0,Estados_Unidos
0.0711,0.1189,0.1163,0.113,0.1202,0.1144,0.1194,0.1203,0.11460000000000001,0.18960000000000002,0.11850000000000001,0.09870000000000001,0,Estados_Unidos
0.1443,0.1578,0.15460000000000002,0.15130000000000002,0.15330000000000002,0.14400000000000002,0.1433,0.1409,0.138,0.13770000000000002,0.1358,0.1206,0,Estados_Unidos
0.10360000000000001,0.1203,0.1197,0.11950000000000001,0.12490000000000001,0.1169,0.1199,0.115,0.1169,0.1274,0.1158,0.1033,0,Estados_Unidos
0.0844,0.0864,0.11370000000000001,0.09050000000000001,0.09580000000000001,0.0757,0.0727,0.0732,0.06960000000000001,0.061700000000000005,0.0648,0.056600000000000004,0,Estados_Unidos
0.1505,0.0403,0.053700000000000005,0.06670000000000001,0.0814,0.094,0.1087,0.049600000000000005,0.1199,0.2008,0.08080000000000001,0.08950000000000001,0,Estados_Unidos
0.5914,0.5660000000000001,0.5506,0.5455,0.5921000000000001,0.5686,0.5551,0.5447000000000001,0.5446,0.9728,0.48200000000000004,0.4324,0,Estados_Unidos
0.1015,0.0915,0.11720000000000001,0.10020000000000001,0.10740000000000001,0.0886,0.08610000000000001,0.0819,0.08460000000000001,0.07680000000000001,0.0756,0.067,0,Estados_Unidos
0.029,0.0352,0.0429,0.029400000000000003,0.028200000000000003,0.022500000000000003,0.0222,0.0212,0.020800000000000003,0.0253,0.0145,0.0131,0,Estados_Unidos
0.0317,0.040100000000000004,0.0528,0.0356,0.034800000000000005,0.0262,0.0257,0.027200000000000002,0.024200000000000003,0.0251,0.019700000000000002,0.0162,0,Estados_Unidos
0.0234,0.0142,0.016,0.0173,0.019700000000000002,0.020800000000000003,0.023700000000000002,0.023100000000000002,0.0239,0.0678,0.0244,0.020300000000000002,0,Estados_Unidos
0.0194,0.010400000000000001,0.0103,0.0099,0.0099,0.0105,0.012100000000000001,0.0142,0.014400000000000001,0.0487,0.0235,0.015300000000000001,0,Estados_Unidos
0.05,0.0304,0.034300000000000004,0.0378,0.0461,0.0487,0.0539,0.052500000000000005,0.054700000000000006,0.1197,0.0663,0.0541,0,Estados_Unidos
0.05,0.0304,0.034300000000000004,0.0378,0.0461,0.0487,0.0539,0.052500000000000005,0.054700000000000006,0.1197,0.0663,0.0541,0,Estados_Unidos
0.0194,0.010400000000000001,0.0103,0.0099,0.0099,0.0105,0.012100000000000001,0.0142,0.014400000000000001,0.0487,0.0235,0.015300000000000001,0,Estados_Unidos
0.0346,0.031900000000000005,0.035500000000000004,0.0315,0.0333,0.0241,0.026500000000000003,0.024900000000000002,0.0247,0.0269,0.0194,0.0161,0,Estados_Unidos
0.0555,0.0688,0.09140000000000001,0.0887,0.08,0.0468,0.0471,0.0434,0.0397,0.030600000000000002,0.025400000000000002,0.0233,0,Estados_Unidos
0.0497,0.0625,0.0824,0.08220000000000001,0.07490000000000001,0.040100000000000004,0.0407,0.0359,0.0297,0.0198,0.016300000000000002,0.013600000000000001,0,Estados_Unidos
0.0623,0.0765,0.0998,0.09530000000000001,0.08710000000000001,0.0609,0.061200000000000004,0.0548,0.0531,0.0468,0.0398,0.037200000000000004,0,Estados_Unidos
0.0613,0.0745,0.09820000000000001,0.0926,0.084,0.0558,0.0555,0.0511,0.048,0.042,0.0361,0.0324,0,Estados_Unidos
0.0408,0.0488,0.0609,0.0517,0.0512,0.0316,0.032,0.0308,0.024900000000000002,0.02,0.0195,0.0158,0,Estados_Unidos
0.0103,0.0161,0.0198,0.009300000000000001,0.005200000000000001,0.0012000000000000001,0.0023,0.0019,0.0017000000000000001,0.0019,0.0049,0.0045000000000000005,0,Estados_Unidos
0.0164,0.0218,0.026500000000000003,0.0103,0.0064,0.0032,0.0025,0.0034000000000000002,0.0021000000000000003,0.039400000000000004,0.0057,0.0044,0,Estados_Unidos
0.0103,0.0161,0.0198,0.009300000000000001,0.005200000000000001,0.0012000000000000001,0.0023,0.0019,0.0017000000000000001,0.0019,0.0049,0.0045000000000000005,0,Estados_Unidos
0.0103,0.0161,0.0198,0.009300000000000001,0.005200000000000001,0.0012000000000000001,0.0023,0.0019,0.0017000000000000001,0.0019,0.0049,0.0045000000000000005,0,Estados_Unidos
0.0103,0.0161,0.0198,0.009300000000000001,0.005200000000000001,0.0012000000000000001,0.0023,0.0019,0.0017000000000000001,0.0019,0.0049,0.0045000000000000005,0,Estados_Unidos
0.013300000000000001,0.0118,0.0083,0.0054,0.0041,0.0018000000000000002,0.002,0.0021000000000000003,0.0029000000000000002,0.0043,0.0076,0.006900000000000001,1,Estados_Unidos
0.0106,0.0165,0.0201,0.012400000000000001,0.0082,0.0018000000000000002,0.0026000000000000003,0.002,0.0014,0.0024000000000000002,0.0047,0.0041,0,Estados_Unidos
0.0103,0.0161,0.0198,0.009300000000000001,0.005200000000000001,0.0012000000000000001,0.0023,0.0019,0.0017000000000000001,0.0019,0.0049,0.0045000000000000005,0,Estados_Unidos
0.0106,0.0165,0.0201,0.012400000000000001,0.0082,0.0018000000000000002,0.0026000000000000003,0.002,0.0014,0.0024000000000000002,0.0047,0.0041,0,Estados_Unidos
0.0103,0.0161,0.0198,0.009300000000000001,0.005200000000000001,0.0012000000000000001,0.0023,0.0019,0.0017000000000000001,0.0019,0.0049,0.0045000000000000005,0,Estados_Unidos
0.013300000000000001,0.0118,0.0083,0.0054,0.0041,0.0018000000000000002,0.002,0.0021000000000000003,0.0029000000000000002,0.0043,0.0076,0.006900000000000001,1,Estados_Unidos
0.0103,0.0161,0.0198,0.009300000000000001,0.005200000000000001,0.0012000000000000001,0.0023,0.0019,0.0017000000000000001,0.0019,0.0049,0.0045000000000000005,0,Estados_Unidos
0.0106,0.0165,0.0201,0.012400000000000001,0.0082,0.0018000000000000002,0.0026000000000000003,0.002,0.0014,0.0024000000000000002,0.0047,0.0041,0,Estados_Unidos
0.0106,0.0165,0.0201,0.012400000000000001,0.0082,0.0018000000000000002,0.0026000000000000003,0.002,0.0014,0.0024000000000000002,0.0047,0.0041,0,Estados_Unidos
0.013300000000000001,0.0118,0.0083,0.0054,0.0041,0.0018000000000000002,0.002,0.0021000000000000003,0.0029000000000000002,0.0043,0.0076,0.006900000000000001,0,Estados_Unidos
0.0106,0.0165,0.0201,0.012400000000000001,0.0082,0.0018000000000000002,0.0026000000000000003,0.002,0.0014,0.0024000000000000002,0.0047,0.0041,0,Estados_Unidos
0.0164,0.0218,0.026500000000000003,0.0103,0.0064,0.0032,0.0025,0.0034000000000000002,0.0021000000000000003,0.039400000000000004,0.0057,0.0044,0,Estados_Unidos
0.013300000000000001,0.0118,0.0083,0.0054,0.0041,0.0018000000000000002,0.002,0.0021000000000000003,0.0029000000000000002,0.0043,0.0076,0.006900000000000001,1,Estados_Unidos
0.0164,0.0218,0.026500000000000003,0.0103,0.0064,0.0032,0.0025,0.0034000000000000002,0.0021000000000000003,0.039400000000000004,0.0057,0.0044,0,Estados_Unidos
0.0103,0.0161,0.0198,0.009300000000000001,0.005200000000000001,0.0012000000000000001,0.0023,0.0019,0.0017000000000000001,0.0019,0.0049,0.0045000000000000005,0,Estados_Unidos
0.013300000000000001,0.0118,0.0083,0.0054,0.0041,0.0018000000000000002,0.002,0.0021000000000000003,0.0029000000000000002,0.0043,0.0076,0.006900000000000001,1,Estados_Unidos
0.0106,0.0165,0.0201,0.012400000000000001,0.0082,0.0018000000000000002,0.0026000000000000003,0.002,0.0014,0.0024000000000000002,0.0047,0.0041,0,Estados_Unidos
0.0106,0.0165,0.0201,0.012400000000000001,0.0082,0.0018000000000000002,0.0026000000000000003,0.002,0.0014,0.0024000000000000002,0.0047,0.0041,0,Estados_Unidos
0.013300000000000001,0.0118,0.0083,0.0054,0.0041,0.0018000000000000002,0.002,0.0021000000000000003,0.0029000000000000002,0.0043,0.0076,0.006900000000000001,0,Estados_Unidos
0.0103,0.0161,0.0198,0.009300000000000001,0.005200000000000001,0.0012000000000000001,0.0023,0.0019,0.0017000000000000001,0.0019,0.0049,0.0045000000000000005,0,Estados_Unidos
0.0164,0.0218,0.026500000000000003,0.0103,0.0064,0.0032,0.0025,0.0034000000000000002,0.0021000000000000003,0.039400000000000004,0.0057,0.0044,0,Estados_Unidos
0.0106,0.0165,0.0201,0.012400000000000001,0.0082,0.0018000000000000002,0.0026000000000000003,0.002,0.0014,0.0024000000000000002,0.0047,0.0041,0,Estados_Unidos
0.013300000000000001,0.0118,0.0083,0.0054,0.0041,0.0018000000000000002,0.002,0.0021000000000000003,0.0029000000000000002,0.0043,0.0076,0.006900000000000001,0,Estados_Unidos
0.0106,0.0165,0.0201,0.012400000000000001,0.0082,0.0018000000000000002,0.0026000000000000003,0.002,0.0014,0.0024000000000000002,0.0047,0.0041,0,Estados_Unidos
0.0106,0.0165,0.0201,0.012400000000000001,0.0082,0.0018000000000000002,0.0026000000000000003,0.002,0.0014,0.0024000000000000002,0.0047,0.0041,0,Estados_Unidos
0.0106,0.0165,0.0201,0.012400000000000001,0.0082,0.0018000000000000002,0.0026000000000000003,0.002,0.0014,0.0024000000000000002,0.0047,0.0041,0,Estados_Unidos
0.0164,0.0218,0.026500000000000003,0.0103,0.0064,0.0032,0.0025,0.0034000000000000002,0.0021000000000000003,0.039400000000000004,0.0057,0.0044,0,Estados_Unidos
0.013300000000000001,0.0118,0.0083,0.0054,0.0041,0.0018000000000000002,0.002,0.0021000000000000003,0.0029000000000000002,0.0043,0.0076,0.006900000000000001,1,Estados_Unidos
0.013300000000000001,0.0118,0.0083,0.0054,0.0041,0.0018000000000000002,0.002,0.0021000000000000003,0.0029000000000000002,0.0043,0.0076,0.006900000000000001,1,Estados_Unidos
0.0164,0.0218,0.026500000000000003,0.0103,0.0064,0.0032,0.0025,0.0034000000000000002,0.0021000000000000003,0.039400000000000004,0.0057,0.0044,0,Estados_Unidos
0.0103,0.0161,0.0198,0.009300000000000001,0.005200000000000001,0.0012000000000000001,0.0023,0.0019,0.0017000000000000001,0.0019,0.0049,0.0045000000000000005,0,Estados_Unidos
0.0164,0.0218,0.026500000000000003,0.0103,0.0064,0.0032,0.0025,0.0034000000000000002,0.0021000000000000003,0.039400000000000004,0.0057,0.0044,0,Estados_Unidos
0.013300000000000001,0.0118,0.0083,0.0054,0.0041,0.0018000000000000002,0.002,0.0021000000000000003,0.0029000000000000002,0.0043,0.0076,0.006900000000000001,0,Estados_Unidos
0.013300000000000001,0.0118,0.0083,0.0054,0.0041,0.0018000000000000002,0.002,0.0021000000000000003,0.0029000000000000002,0.0043,0.0076,0.006900000000000001,0,Estados_Unidos
0.0103,0.0161,0.0198,0.009300000000000001,0.005200000000000001,0.0012000000000000001,0.0023,0.0019,0.0017000000000000001,0.0019,0.0049,0.0045000000000000005,0,Estados_Unidos
0.0164,0.0218,0.026500000000000003,0.0103,0.0064,0.0032,0.0025,0.0034000000000000002,0.0021000000000000003,0.039400000000000004,0.0057,0.0044,0,Estados_Unidos
0.013300000000000001,0.0118,0.0083,0.0054,0.0041,0.0018000000000000002,0.002,0.0021000000000000003,0.0029000000000000002,0.0043,0.0076,0.006900000000000001,0,Estados_Unidos
0.0164,0.0218,0.026500000000000003,0.0103,0.0064,0.0032,0.0025,0.0034000000000000002,0.0021000000000000003,0.039400000000000004,0.0057,0.0044,0,Estados_Unidos
0.0106,0.0165,0.0201,0.012400000000000001,0.0082,0.0018000000000000002,0.0026000000000000003,0.002,0.0014,0.0024000000000000002,0.0047,0.0041,0,Estados_Unidos
0.046700000000000005,0.0436,0.0511,0.044700000000000004,0.065,0.058100000000000006,0.058,0.049,0.0483,0.0368,0.015300000000000001,0.012100000000000001,0,Estados_Unidos
0.0592,0.056900000000000006,0.062400000000000004,0.054,0.0779,0.06960000000000001,0.0699,0.061000000000000006,0.057600000000000005,0.038400000000000004,0.016900000000000002,0.0134,1,Estados_Unidos
0.065,0.0558,0.056600000000000004,0.0504,0.0553,0.047400000000000005,0.044700000000000004,0.0378,0.0374,0.038900000000000004,0.014,0.0105,0,Estados_Unidos
0.0616,0.06380000000000001,0.0858,0.054200000000000005,0.1216,0.1378,0.13240000000000002,0.12040000000000001,0.1153,0.0689,0.024200000000000003,0.009600000000000001,1,Estados_Unidos
0.1109,0.1311,0.15940000000000001,0.09140000000000001,0.0771,0.051800000000000006,0.0516,0.0548,0.0473,0.1233,0.049300000000000004,0.0453,0,Estados_Unidos
0.0245,0.0235,0.0275,0.0273,0.031100000000000003,0.020800000000000003,0.0224,0.0177,0.0155,0.0074,0.0061,0.0049,0,Estados_Unidos
0.0361,0.031900000000000005,0.0344,0.0335,0.0368,0.0251,0.0261,0.020900000000000002,0.0198,0.0112,0.0082,0.006900000000000001,0,Estados_Unidos
0.0574,0.0531,0.0555,0.051000000000000004,0.060700000000000004,0.047,0.0473,0.0395,0.0369,0.0261,0.013600000000000001,0.0108,1,Estados_Unidos
0.07350000000000001,0.0665,0.06520000000000001,0.060000000000000005,0.0675,0.0526,0.0534,0.0451,0.0414,0.0329,0.0112,0.0077,1,Estados_Unidos
0.0375,0.0361,0.041,0.0385,0.0446,0.0325,0.031900000000000005,0.0273,0.026600000000000002,0.0257,0.0166,0.0148,0,Estados_Unidos
0.0621,0.057600000000000005,0.0606,0.0529,0.0648,0.0522,0.0524,0.043300000000000005,0.040600000000000004,0.0291,0.013000000000000001,0.0102,1,Estados_Unidos
0.0732,0.0673,0.07200000000000001,0.0604,0.0896,0.0857,0.0863,0.0757,0.0714,0.0514,0.0261,0.020800000000000003,1,Estados_Unidos
0.0286,0.027800000000000002,0.030500000000000003,0.0281,0.031,0.019,0.019,0.0179,0.0151,0.0061,0.0109,0.009000000000000001,0,Estados_Unidos
0.0402,0.0369,0.038700000000000005,0.0381,0.0422,0.0297,0.0307,0.025500000000000002,0.0233,0.015000000000000001,0.0117,0.0098,0,Estados_Unidos
0.0587,0.0732,0.0976,0.09670000000000001,0.10160000000000001,0.083,0.0834,0.0825,0.08460000000000001,0.085,0.0883,0.0717,0,Estados_Unidos
0.07050000000000001,0.07980000000000001,0.093,0.0882,0.0969,0.08080000000000001,0.0809,0.0745,0.0767,0.07300000000000001,0.0723,0.0653,0,Estados_Unidos
0.0522,0.0608,0.0631,0.055900000000000005,0.056900000000000006,0.049300000000000004,0.0514,0.0492,0.050800000000000005,0.054900000000000004,0.057800000000000004,0.0492,0,Estados_Unidos
0.0396,0.0339,0.0471,0.0378,0.07150000000000001,0.12710000000000002,0.1509,0.1484,0.1531,0.1532,0.1073,0.0645,0,Estados_Unidos
0.06570000000000001,0.0724,0.09380000000000001,0.0857,0.10540000000000001,0.0795,0.0816,0.07200000000000001,0.0736,0.0711,0.0634,0.060000000000000005,0,Estados_Unidos
0.037200000000000004,0.0244,0.0217,0.0196,0.0216,0.0223,0.0216,0.0211,0.0198,0.11040000000000001,0.0273,0.0222,0,Estados_Unidos
0.09290000000000001,0.0993,0.10250000000000001,0.10700000000000001,0.11610000000000001,0.1068,0.1056,0.099,0.10260000000000001,0.10540000000000001,0.09970000000000001,0.0937,0,Estados_Unidos
0.042300000000000004,0.041100000000000005,0.045200000000000004,0.0396,0.040100000000000004,0.0376,0.037200000000000004,0.0352,0.0363,0.0335,0.0335,0.0308,0,Estados_Unidos
0.0334,0.0342,0.038,0.0361,0.035500000000000004,0.030600000000000002,0.0287,0.0315,0.027600000000000003,0.025,0.027600000000000003,0.023700000000000002,0,Estados_Unidos
0.0296,0.022500000000000003,0.0263,0.025500000000000002,0.0253,0.0212,0.020900000000000002,0.017400000000000002,0.0213,0.0221,0.0229,0.0219,0,Estados_Unidos
0.0296,0.022500000000000003,0.0263,0.025500000000000002,0.0253,0.0212,0.020900000000000002,0.017400000000000002,0.0213,0.0221,0.0229,0.0219,0,Estados_Unidos
0.0296,0.022500000000000003,0.0263,0.025500000000000002,0.0253,0.0212,0.020900000000000002,0.017400000000000002,0.0213,0.0221,0.0229,0.0219,0,Estados_Unidos
0.042300000000000004,0.041100000000000005,0.045200000000000004,0.0396,0.040100000000000004,0.0376,0.037200000000000004,0.0352,0.0363,0.0335,0.0335,0.0308,0,Estados_Unidos
0.0386,0.0357,0.040600000000000004,0.040600000000000004,0.043000000000000003,0.0349,0.0362,0.0316,0.036000000000000004,0.0309,0.034,0.0307,0,Estados_Unidos
0.0296,0.022500000000000003,0.0263,0.025500000000000002,0.0253,0.0212,0.020900000000000002,0.017400000000000002,0.0213,0.0221,0.0229,0.0219,0,Estados_Unidos
0.042300000000000004,0.041100000000000005,0.045200000000000004,0.0396,0.040100000000000004,0.0376,0.037200000000000004,0.0352,0.0363,0.0335,0.0335,0.0308,0,Estados_Unidos
0.042300000000000004,0.041100000000000005,0.045200000000000004,0.0396,0.040100000000000004,0.0376,0.037200000000000004,0.0352,0.0363,0.0335,0.0335,0.0308,0,Estados_Unidos
0.0296,0.022500000000000003,0.0263,0.025500000000000002,0.0253,0.0212,0.020900000000000002,0.017400000000000002,0.0213,0.0221,0.0229,0.0219,0,Estados_Unidos
0.0386,0.0357,0.040600000000000004,0.040600000000000004,0.043000000000000003,0.0349,0.0362,0.0316,0.036000000000000004,0.0309,0.034,0.0307,0,Estados_Unidos
0.0334,0.0342,0.038,0.0361,0.035500000000000004,0.030600000000000002,0.0287,0.0315,0.027600000000000003,0.025,0.027600000000000003,0.023700000000000002,0,Estados_Unidos
0.042300000000000004,0.041100000000000005,0.045200000000000004,0.0396,0.040100000000000004,0.0376,0.037200000000000004,0.0352,0.0363,0.0335,0.0335,0.0308,0,Estados_Unidos
0.042300000000000004,0.041100000000000005,0.045200000000000004,0.0396,0.040100000000000004,0.0376,0.037200000000000004,0.0352,0.0363,0.0335,0.0335,0.0308,0,Estados_Unidos
0.0386,0.0357,0.040600000000000004,0.040600000000000004,0.043000000000000003,0.0349,0.0362,0.0316,0.036000000000000004,0.0309,0.034,0.0307,0,Estados_Unidos
0.042300000000000004,0.041100000000000005,0.045200000000000004,0.0396,0.040100000000000004,0.0376,0.037200000000000004,0.0352,0.0363,0.0335,0.0335,0.0308,0,Estados_Unidos
0.12560000000000002,0.07880000000000001,0.09630000000000001,0.09910000000000001,0.1034,0.0955,0.09380000000000001,0.0849,0.0835,0.216,0.10200000000000001,0.08510000000000001,0,Estados_Unidos
0.0709,0.062200000000000005,0.0717,0.0879,0.10980000000000001,0.10400000000000001,0.1183,0.10700000000000001,0.11800000000000001,0.1448,0.1311,0.0999,0,Estados_Unidos
0.033,0.027200000000000002,0.0273,0.027,0.0298,0.0223,0.0218,0.0195,0.020800000000000003,0.0219,0.018600000000000002,0.016,0,Estados_Unidos
0.0835,0.0736,0.07010000000000001,0.0684,0.0699,0.0608,0.0609,0.0577,0.0589,0.055900000000000005,0.0558,0.048400000000000006,0,Estados_Unidos
0.022500000000000003,0.027700000000000002,0.0309,0.0158,0.0151,0.0118,0.0134,0.0109,0.0097,0.0129,0.0068000000000000005,0.0037,0,Estados_Unidos
0.0459,0.0322,0.0367,0.025400000000000002,0.0257,0.024300000000000002,0.0235,0.021500000000000002,0.0211,0.0499,0.022600000000000002,0.0198,0,Estados_Unidos
0.028300000000000002,0.0324,0.037200000000000004,0.024800000000000003,0.0251,0.0227,0.0245,0.0199,0.0219,0.023100000000000002,0.020900000000000002,0.0182,0,Estados_Unidos
0.0152,0.020200000000000003,0.0223,0.012100000000000001,0.011000000000000001,0.009600000000000001,0.012400000000000001,0.0112,0.0091,0.012400000000000001,0.008700000000000001,0.008,0,Estados_Unidos
0.022500000000000003,0.0275,0.032,0.0211,0.020900000000000002,0.0161,0.0175,0.0152,0.014400000000000001,0.0126,0.0094,0.0058000000000000005,0,Estados_Unidos
0.0397,0.0483,0.053700000000000005,0.046200000000000005,0.0449,0.0373,0.0397,0.037000000000000005,0.0376,0.0334,0.0317,0.0287,0,Estados_Unidos
0.0297,0.0345,0.0434,0.031400000000000004,0.028,0.0221,0.0233,0.0221,0.0212,0.0483,0.015300000000000001,0.0108,0,Estados_Unidos
0.0388,0.0499,0.0717,0.060200000000000004,0.0794,0.11710000000000001,0.12660000000000002,0.1322,0.13390000000000002,0.24680000000000002,0.1119,0.0767,0,Estados_Unidos
0.0287,0.0397,0.0455,0.0358,0.0349,0.0307,0.033,0.0329,0.0323,0.047400000000000005,0.024,0.0181,0,Estados_Unidos
0.030600000000000002,0.031400000000000004,0.0381,0.029,0.0273,0.0235,0.024300000000000002,0.023100000000000002,0.023,0.051000000000000004,0.016900000000000002,0.010700000000000001,0,Estados_Unidos
0.050100000000000006,0.053700000000000005,0.0637,0.0519,0.0473,0.038900000000000004,0.0409,0.0374,0.0386,0.0393,0.0307,0.0286,0,Estados_Unidos
0.0279,0.0342,0.042,0.0274,0.0238,0.0195,0.0236,0.021,0.0187,0.0181,0.0111,0.006200000000000001,0,Estados_Unidos
0.0302,0.0359,0.046,0.0329,0.0332,0.039900000000000005,0.038900000000000004,0.042,0.0386,0.0965,0.0245,0.012700000000000001,0,Estados_Unidos
0.0224,0.030100000000000002,0.0373,0.0261,0.024,0.0207,0.024,0.0217,0.021400000000000002,0.0224,0.0122,0.0063,0,Estados_Unidos
0.054400000000000004,0.0736,0.1091,0.10110000000000001,0.0897,0.0403,0.0388,0.0323,0.0224,0.0112,0.0054,0.004,1,Estados_Unidos
0.054900000000000004,0.07490000000000001,0.11330000000000001,0.1116,0.1061,0.049100000000000005,0.047400000000000005,0.04,0.027200000000000002,0.0114,0.0061,0.0044,1,Estados_Unidos
