Value;BAND_1;BAND_2;BAND_3;BAND_4;BAND_5;BAND_6;BAND_7;BAND_8;BAND_8A;BAND_9;BAND_11;BAND_12;QA60;NUVEM_SOMBRA;DIFERENCA_DIAS;Parameter;Dominio;Classe
0.4584;115;177;168;86;74;32;52;32;26;17;40;36;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.46;753;788;818;805;873;855;876;779;870;880;798;789;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.46;28;49;40;22;14;19;40;46;33;66;86;69;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.47;220;299;316;131;129;98;103;89;84;87;51;50;0;SHADOW;0;TURBIDEZ;Campo_Geo;1
0.47;189;255;281;123;109;89;96;80;78;77;53;39;0;SHADOW;0;TURBIDEZ;Campo_Geo;1
0.4735;134;194;186;95;81;53;59;52;49;21;42;32;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.48;633;578;541;309;289;255;256;209;216;326;83;63;0;CIRRUS;0;TURBIDEZ;Canada;1
0.48;778;872;910;881;926;897;923;852;910;886;838;813;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.48;235;302;344;342;342;353;352;303;371;93;336;305;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.48;618;555;502;291;294;285;272;228;242;312;122;86;0;SHADOW;0;TURBIDEZ;Canada;1
0.49;210;283;301;131;107;88;95;80;76;79;54;45;0;SHADOW;0;TURBIDEZ;Campo_Geo;1
0.49;211;285;305;129;109;99;98;84;72;81;46;28;0;SHADOW;0;TURBIDEZ;Campo_Geo;1
0.49;248;266;279;201;193;152;165;160;146;140;161;145;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.49;132;69;102;89;149;221;281;322;380;591;318;187;0;SHADOW;0;TURBIDEZ;Europa;1
0.5;385;407;475;200;169;140;146;130;139;99;135;123;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
0.5;778;715;694;538;575;634;623;536;575;522;313;255;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.5;219;328;324;279;395;337;345;344;280;230;231;176;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.5;798;181;184;216;262;236;297;285;303;1492;357;259;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.5;251;145;160;172;197;154;211;184;200;436;141;114;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.5;14;9;46;15;1;1;1;1;1;1;9;5;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.5;14;9;46;15;1;1;1;1;1;1;9;5;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.5;91;80;90;49;68;48;69;76;102;308;145;114;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.5;85;82;65;2;1;1;1;1;1;3;27;16;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.5;110;90;90;22;11;8;19;9;32;59;79;40;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.5;85;82;65;2;1;1;1;1;1;3;27;16;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.5;110;90;90;22;11;8;19;9;32;59;79;40;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.5;85;82;65;2;1;1;1;1;1;3;27;16;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.5;99;89;75;10;3;1;1;1;2;1;34;24;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.5;127;94;76;14;6;1;1;1;1;183;29;23;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.5;96;90;74;8;1;1;1;1;1;1;28;25;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.5;85;82;65;2;1;1;1;1;1;3;27;16;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.5;110;90;90;22;11;8;19;9;32;59;79;40;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.5;96;90;74;8;1;1;1;1;1;1;28;25;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.5;407;359;364;239;281;336;371;277;388;427;283;242;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.5;407;359;364;239;281;336;371;277;388;427;283;242;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.5;329;249;226;155;141;82;97;72;69;97;96;105;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.5;114;51;42;26;24;10;18;18;11;11;17;12;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.5;102;127;67;46;51;29;28;12;19;97;75;62;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.5;221;248;342;179;163;114;115;103;95;78;41;39;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.5;468;125;204;130;136;122;254;222;185;1620;292;193;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.5;264;325;349;159;119;79;91;63;59;83;65;54;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.5;264;325;349;159;119;79;91;63;59;83;65;54;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.5;247;299;321;159;142;117;138;108;123;248;123;92;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.5;198;233;333;141;105;72;95;84;88;82;61;39;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.5;198;233;333;141;105;72;95;84;88;82;61;39;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.5;198;233;333;141;105;72;95;84;88;82;61;39;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.5;262;220;268;159;165;112;121;96;100;49;43;31;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.5;97;151;172;97;98;89;88;83;78;101;76;46;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.5;469;390;441;263;242;198;206;188;176;297;150;138;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.5;469;390;441;263;242;198;206;188;176;297;150;138;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.5;469;390;441;263;242;198;206;188;176;297;150;138;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.5;430;326;357;373;385;427;452;458;462;613;506;363;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.5;49;30;36;49;37;25;30;60;66;56;73;59;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.5;147;225;249;85;80;49;60;44;47;20;28;17;0;SHADOW;0;TURBIDEZ;PMQs;1
0.5;434;429;462;295;300;269;261;234;242;258;97;51;0;SHADOW;0;TURBIDEZ;PMQs;1
0.5;281;206;162;136;190;252;278;259;300;801;242;167;0;SHADOW;0;TURBIDEZ;Canada;1
0.5;667;831;584;419;443;433;442;860;411;861;465;385;0;SHADOW;0;TURBIDEZ;Canada;1
0.5;171;278;505;192;121;42;42;42;28;2;6;5;0;;0;TURBIDEZ;PMQs;1
0.51;195;267;289;115;95;78;83;71;63;69;46;31;0;SHADOW;0;TURBIDEZ;Campo_Geo;1
0.51;217;270;305;130;113;88;88;81;72;78;44;38;0;SHADOW;0;TURBIDEZ;Campo_Geo;1
0.51;197;268;279;108;91;70;67;68;62;69;46;37;0;SHADOW;0;TURBIDEZ;Campo_Geo;1
0.51;188;260;279;112;91;70;82;63;58;60;45;56;0;SHADOW;0;TURBIDEZ;Campo_Geo;1
0.51;738;665;712;660;691;661;676;589;670;682;670;601;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.52;197;280;301;124;105;90;93;84;75;81;42;39;0;SHADOW;0;TURBIDEZ;Campo_Geo;1
0.52;176;93;79;49;85;154;154;153;179;1624;207;81;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.523871;38;56;39;27;24;7;19;12;9;;17;19;0;NADA;0;TURBIDEZ;Estados_Unidos;1
0.53;302;363;444;200;174;131;138;117;103;94;57;38;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
0.53;384;491;652;321;278;199;199;172;182;137;154;137;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
0.53;328;378;513;235;217;157;156;139;128;144;88;70;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
0.53;147;164;258;106;103;83;73;71;81;54;69;51;0;SHADOW;0;TURBIDEZ;Campo_Geo;1
0.53;224;303;322;143;126;99;107;92;87;77;57;47;0;SHADOW;0;TURBIDEZ;Campo_Geo;1
0.53;147;164;258;106;103;83;73;71;81;54;69;51;0;SHADOW;0;TURBIDEZ;Campo_Limnologia;1
0.53;753;788;818;805;873;855;876;779;870;880;798;789;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.54;206;273;302;124;111;87;91;78;78;82;49;41;0;SHADOW;0;TURBIDEZ;Campo_Geo;1
0.54;83;144;143;18;28;18;40;17;31;20;220;231;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.54;235;302;344;342;342;353;352;303;371;93;336;305;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.54;128;183;215;176;325;612;683;787;791;1189;531;302;0;SHADOW;0;TURBIDEZ;Europa;1
0.5487;179;211;217;123;127;120;137;126;144;149;80;57;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.55;58;127;138;43;32;4;14;24;29;;65;60;0;NADA;0;TURBIDEZ;Estados_Unidos;1
0.55;183;261;316;116;102;80;86;74;70;76;46;33;0;SHADOW;0;TURBIDEZ;Campo_Geo;1
0.55;83;144;143;18;28;18;40;17;31;20;220;231;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.55;562;467;428;394;408;392;422;396;399;574;404;282;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.56;205;194;288;139;108;92;86;83;100;55;109;89;0;SHADOW;0;TURBIDEZ;Campo_Geo;1
0.56;189;243;336;223;311;160;160;149;118;83;51;37;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.56;83;144;143;18;28;18;40;17;31;20;220;231;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.57;137;146;135;71;56;2;10;1;1;6;48;44;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.57;756;888;828;686;834;1315;1451;1615;1471;1736;1135;851;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.57;91;80;90;49;68;48;69;76;102;308;145;114;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.57;107;221;229;59;59;68;88;65;66;59;38;34;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.58;187;195;258;121;108;93;99;80;83;82;54;40;0;SHADOW;0;TURBIDEZ;Campo_Geo;1
0.58;183;262;298;127;115;95;91;76;74;77;44;34;0;SHADOW;0;TURBIDEZ;Campo_Geo;1
0.58;187;195;258;121;108;93;99;80;83;82;54;40;0;SHADOW;0;TURBIDEZ;Campo_Limnologia;1
0.58;1;57;51;36;171;710;887;972;1045;1608;344;160;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.595013;611;667;649;589;610;664;694;680;648;462;557;451;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.596;699;906;936;752;732;668;682;691;651;636;644;575;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.6;385;407;475;200;169;140;146;130;139;99;135;123;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
0.6;385;407;475;200;169;140;146;130;139;99;135;123;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
0.6;2929;2883;2809;2507;2670;2573;2604;2970;2691;7580;3054;3259;0;CIRRUS;0;TURBIDEZ;PMQs;1
0.6;78;147;132;22;4;1;2;1;1;;36;32;0;NADA;0;TURBIDEZ;Estados_Unidos;1
0.6;212;291;337;117;99;75;82;71;64;69;44;41;0;SHADOW;0;TURBIDEZ;Campo_Geo;1
0.6;180;259;312;130;103;80;92;78;74;58;51;37;0;SHADOW;0;TURBIDEZ;Campo_Geo;1
0.6;239;269;246;217;223;218;243;243;251;244;260;211;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.6;155;182;139;112;119;149;189;166;158;157;130;99;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.6;204;175;166;104;96;87;101;89;80;79;88;63;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.6;67;77;36;27;21;6;37;33;35;24;54;46;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.6;64;28;52;23;15;41;28;38;67;693;80;56;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.6;85;82;65;2;1;1;1;1;1;3;27;16;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.6;110;90;90;22;11;8;19;9;32;59;79;40;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.6;96;90;74;8;1;1;1;1;1;1;28;25;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.6;65;138;174;122;132;129;168;124;155;564;119;106;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.6;357;238;282;196;317;350;401;386;417;1746;342;235;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.6;342;272;262;152;137;82;85;81;66;102;72;58;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.6;407;359;364;239;281;336;371;277;388;427;283;242;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.6;342;272;262;152;137;82;85;81;66;102;72;58;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.6;114;51;42;26;24;10;18;18;11;11;17;12;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.6;407;359;364;239;281;336;371;277;388;427;283;242;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.6;548;776;869;854;876;846;915;935;948;2645;1033;837;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.6;313;273;283;282;302;265;263;246;269;254;253;203;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.6;586;160;228;162;177;241;306;256;305;1974;465;311;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.6;489;651;618;511;508;481;480;507;447;425;460;410;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.6;527;625;649;648;652;641;663;616;669;547;634;574;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.6;723;216;276;297;529;877;1137;417;1363;1423;776;835;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.6;31;59;28;30;11;3;12;16;18;1;36;37;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.6;1;1;1;1;1;1;1;6;41;49;47;34;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.6;96;137;76;40;43;37;54;28;26;1;55;44;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.6;89;106;48;25;41;53;73;45;67;74;72;39;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.6;221;248;342;179;163;114;115;103;95;78;41;39;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.6;151;179;141;67;62;59;82;63;64;127;70;59;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.6;198;194;160;109;91;61;87;62;67;123;68;61;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.6;32;52;104;45;46;27;33;21;28;63;114;116;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.6;469;390;441;263;242;198;206;188;176;297;150;138;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.6;469;390;441;263;242;198;206;188;176;297;150;138;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.6;469;390;441;263;242;198;206;188;176;297;150;138;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.6;469;390;441;263;242;198;206;188;176;297;150;138;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.6;469;390;441;263;242;198;206;188;176;297;150;138;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.6;1;27;22;17;12;16;41;33;19;28;101;75;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.6;173;185;240;77;65;35;40;33;38;14;13;9;0;SHADOW;0;TURBIDEZ;PMQs;1
0.6;245;232;125;35;37;18;10;18;13;1;29;14;0;SHADOW;0;TURBIDEZ;Europa;1
0.605;179;211;217;123;127;120;137;126;144;149;80;57;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.61;7432;7160;6208;6822;7471;7397;7280;7347;7040;8406;1184;1275;0;NADA;0;TURBIDEZ;Europa;1
0.61;207;216;272;126;114;93;87;86;76;63;74;59;0;SHADOW;0;TURBIDEZ;Campo_Geo;1
0.61;492;503;581;494;487;307;337;309;291;358;297;263;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.61;1246;796;813;689;818;801;875;540;974;1332;828;934;0;SHADOW;0;TURBIDEZ;Canada;1
0.617909;392;509;513;470;511;589;657;530;649;480;472;438;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.62;159;114;130;82;80;93;102;90;85;643;80;53;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.62;185;133;142;57;45;19;19;23;7;12;65;56;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.632484;277;357;319;289;318;319;351;329;305;235;272;237;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.64;183;266;300;116;97;71;74;67;63;55;40;37;0;SHADOW;0;TURBIDEZ;Campo_Geo;1
0.64;425;446;586;491;528;406;447;347;441;366;397;364;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.64;42;85;68;46;33;45;73;59;86;245;107;77;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.64;229;232;202;153;129;89;118;93;109;152;151;136;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.65;1531;1826;1890;1861;1898;1786;1799;1802;1739;1581;1730;1496;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
0.65;1;67;51;23;10;1;3;1;;2;56;56;0;NADA;0;TURBIDEZ;Estados_Unidos;1
0.65;288;334;348;177;153;123;132;113;109;109;55;49;0;SHADOW;0;TURBIDEZ;Campo_Geo;1
0.65;187;191;284;122;109;97;96;81;96;36;51;40;0;SHADOW;0;TURBIDEZ;Campo_Geo;1
0.65;288;331;354;170;151;127;129;111;107;112;59;24;0;SHADOW;0;TURBIDEZ;Campo_Limnologia;1
0.65;187;191;284;122;109;97;96;81;96;36;51;40;0;SHADOW;0;TURBIDEZ;Campo_Limnologia;1
0.65;107;54;67;44;46;81;90;93;103;550;76;48;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.66;177;261;324;115;91;70;76;64;63;67;68;57;0;SHADOW;0;TURBIDEZ;Campo_Geo;1
0.66;1036;1203;1197;1195;1249;1169;1199;1150;1169;1274;1158;1033;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.66;248;305;423;236;235;191;207;201;226;284;330;318;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.66;380;391;351;228;222;205;192;161;168;199;108;117;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.665119;91;56;57;34;34;22;26;22;34;29;102;76;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.67;184;197;268;119;101;77;78;65;67;62;56;40;0;SHADOW;0;TURBIDEZ;Campo_Geo;1
0.67;184;197;268;119;101;77;78;65;67;62;56;40;0;SHADOW;0;TURBIDEZ;Campo_Limnologia;1
0.6711;134;194;186;95;81;53;59;52;49;21;42;32;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.68;567;558;617;469;494;483;508;404;487;527;401;359;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.68;778;872;910;881;926;897;923;852;910;886;838;813;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.68;356;318;395;210;225;224;242;195;194;267;78;43;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.682496;182;244;396;223;591;1284;1382;1260;1359;1491;624;307;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.68481;155;137;105;103;115;63;83;60;55;57;35;25;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.69;128;219;271;92;69;53;63;68;52;49;36;32;0;SHADOW;0;TURBIDEZ;Campo_Limnologia;1
0.69;222;127;156;124;126;129;149;136;140;600;151;85;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.69;69;54;61;34;34;49;58;67;76;68;62;38;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.695125;392;509;513;470;511;589;657;530;649;480;472;438;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;385;407;475;200;169;140;146;130;139;99;135;123;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
0.7;329;331;426;143;98;28;37;20;16;1;57;37;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
0.7;385;407;475;200;169;140;146;130;139;99;135;123;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
0.7;2013;2115;2087;2119;2339;2591;2699;2859;2837;3032;2966;2548;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
0.7;686;618;542;332;324;283;264;226;235;351;117;87;0;CIRRUS;0;TURBIDEZ;Canada;1
0.7;121;191;144;83;76;43;60;39;44;;69;54;0;NADA;0;TURBIDEZ;Estados_Unidos;1
0.7;148;156;154;190;216;70;82;71;31;3;42;37;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;167;101;91;93;122;90;124;123;107;551;155;138;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;110;74;105;83;83;87;99;110;120;157;188;169;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;202;178;173;113;102;93;90;83;78;73;93;94;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;169;96;154;102;197;144;169;168;168;1793;258;184;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;6;24;34;43;77;205;247;255;323;820;339;227;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;6;20;67;8;12;8;11;7;5;1;1;1;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;114;83;84;18;19;27;46;45;50;168;129;76;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;110;90;90;22;11;8;19;9;32;59;79;40;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;407;359;364;239;281;336;371;277;388;427;283;242;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;407;359;364;239;281;336;371;277;388;427;283;242;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;342;272;262;152;137;82;85;81;66;102;72;58;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;329;249;226;155;141;82;97;72;69;97;96;105;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;368;202;282;198;224;207;232;190;257;524;264;215;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;1;25;22;33;18;3;31;16;21;93;57;42;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;709;1228;1057;906;1041;1187;1279;1473;1264;1188;1336;1033;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;247;299;321;159;142;117;138;108;123;248;123;92;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;198;233;333;141;105;72;95;84;88;82;61;39;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;327;341;314;178;178;152;174;131;134;124;110;84;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;77;91;133;56;56;56;79;63;66;31;56;32;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;185;170;174;141;151;126;140;133;125;162;160;146;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;97;151;172;97;98;89;88;83;78;101;76;46;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;419;495;577;393;407;377;412;339;370;250;205;201;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;469;390;441;263;242;198;206;188;176;297;150;138;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;469;390;441;263;242;198;206;188;176;297;150;138;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;463;424;413;239;240;238;245;218;201;208;162;131;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;664;574;552;375;375;364;353;328;325;423;270;221;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;376;181;204;216;290;313;372;311;395;1524;461;298;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;727;623;539;452;458;482;517;503;487;697;450;374;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;727;623;539;452;458;482;517;503;487;697;450;374;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;594;553;483;351;364;418;461;445;461;457;401;322;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;594;553;483;351;364;418;461;445;461;457;401;322;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;594;553;483;351;364;418;461;445;461;457;401;322;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;594;553;483;351;364;418;461;445;461;457;401;322;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;594;553;483;351;364;418;461;445;461;457;401;322;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;1167;1374;1316;1254;1329;1480;1527;1644;1538;1366;1512;1457;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;594;553;483;351;364;418;461;445;461;457;401;322;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;563;528;432;309;311;325;343;359;321;465;247;189;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;563;528;432;309;311;325;343;359;321;465;247;189;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;727;623;539;452;458;482;517;503;487;697;450;374;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;594;553;483;351;364;418;461;445;461;457;401;322;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;563;528;432;309;311;325;343;359;321;465;247;189;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;170;207;192;100;79;46;60;39;46;10;66;55;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;14;55;28;44;47;30;57;44;66;40;99;96;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7;332;327;400;241;246;230;245;234;231;470;181;149;0;SHADOW;0;TURBIDEZ;PMQs;1
0.7;434;429;462;295;300;269;261;234;242;258;97;51;0;SHADOW;0;TURBIDEZ;PMQs;1
0.7096;115;177;168;86;74;32;52;32;26;17;40;36;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.71;193;267;321;126;109;83;94;77;72;63;45;31;0;SHADOW;0;TURBIDEZ;Campo_Geo;1
0.71;605;474;640;550;788;1286;1548;1466;1543;2770;1233;749;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.7128;115;177;168;86;74;32;52;32;26;17;40;36;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.714807;392;509;513;470;511;589;657;530;649;480;472;438;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.72;128;219;271;92;69;53;63;68;52;49;36;32;0;SHADOW;0;TURBIDEZ;Campo_Geo;1
0.72;202;282;333;134;113;89;95;78;78;77;45;24;0;SHADOW;0;TURBIDEZ;Campo_Geo;1
0.72;136;224;283;108;84;66;81;78;67;71;43;36;0;SHADOW;0;TURBIDEZ;Campo_Limnologia;1
0.72;128;219;271;92;69;53;63;68;52;49;36;32;0;SHADOW;0;TURBIDEZ;Campo_Limnologia;1
0.72;64;28;52;23;15;41;28;38;67;693;80;56;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
0.72;120;76;78;34;14;1;1;1;1;1;51;39;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
