-19.84750446553484, -43.969619848981395
-19.8510566473921, -43.97129354732717
-19.85218148327093, -43.983372759176
-19.852613503416098, -43.97941752882879
-19.848701278094257, -43.96979738791978
-19.85282951304763, -43.971762244285806
-19.851773463101537, -43.97911131755849
-19.85645363078929, -43.978549929913925
-19.84862927304343, -43.992354959706425
-19.847909220738625, -43.968751165698905
-19.845773046285277, -43.99271220642986
-19.85018937516432, -43.9704608459135
-19.85282951304763, -43.97194086759181
-19.857221645110943, -43.979902363516516
-19.84937332366004, -43.97525815756044
-19.84862927304343, -43.9877362713655
-19.845389011885782, -43.992584618354144
-19.84583997378663, -43.99013388240913
-19.84970934537584, -43.96984842315006
-19.842329086807766, -43.99385882070357
-19.84704515359772, -43.99602949639847
-19.857001806341625, -43.979455852490666
-19.852110189201742, -43.98164975218973
-19.852613503416098, -43.970971198216375
-19.844644942593106, -43.96867461296489
-19.849541356573326, -43.97781101736321
-19.846925143801798, -43.99679502487582
-19.851437445756005, -43.979187870403926
-19.85485736693335, -43.9786986299972
-19.851624968417802, -43.978031023901984
-19.853622833252437, -43.97216712100825
-19.84514065696289, -43.99259947292989
-19.849619849296168, -43.97836482692634
-19.849441456688087, -43.97755307866258
-19.849362963877002, -43.976050965053005
-19.847935815051933, -43.99275628962824
-19.84836525418083, -43.96933807095862
-19.86222090237854, -43.97533824996585
-19.861122087997483, -43.97605137460878
-19.854108141373487, -43.97385089961911
-19.850956717629344, -43.968752304038205
-19.847039202763067, -43.968752304005775
-19.858474912948306, -43.98070944415702
-19.853437309615575, -43.97042224156279
-19.861600144540308, -43.97543687358668
-19.854678886766187, -43.978167989267504
-19.860001860305378, -43.97664311633376
-19.853116210500716, -43.96861667065835
-19.852809381850562, -43.97237195468228
-19.860215917163725, -43.976134825364866
-19.85378695011483, -43.97772797612005
-19.85405096389428, -43.97432166780177
-19.85297379637486, -43.970405287689935
-19.85869610715945, -43.97752314256097
-19.844249074001883, -43.969571638681
-19.857433155419983, -43.97793280990903
-19.853230472630766, -43.97872897563402
-19.84839500207567, -43.9689343783827
-19.8563414432723, -43.97912387979136
-19.847160511594335, -43.969381977892624
-19.853786950135007, -43.96968635762275
-19.851567883530112, -43.981315949312076
-19.849132417398863, -43.96791359647654
-19.848934820587797, -43.974935759494386
-19.853351776729827, -43.97491300015112
-19.84214868454555, -43.99386049913435
-19.84927983332199, -43.96932128646607
-19.85175361271771, -43.96892593337748
-19.850818642456236, -43.979093124480514
-19.850533216342992, -43.97796274605716
-19.84799069773611, -43.967822559288095
-19.85065231899151, -43.96824739950486
-19.85040538803202, -43.97061395171578
-19.85280233977518, -43.969382490668295
-19.84612581558892, -43.96752330194068
-19.85002136473244, -43.97793750728494
-19.845276646288287, -43.96895713765891
-19.850975626544198, -43.985336758642354
-19.852909373097372, -43.971468759570485
-19.85269530633605, -43.983607051888285
-19.85292551717048, -43.983525864978276
-19.852003155354264, -43.970012164555136
-19.85248123936173, -43.97817516616356
-19.854486322343302, -43.977894468073146
-19.852616815134283, -43.98150561012137
-19.852081646845814, -43.980033842094585
-19.850383367356777, -43.98931963576391
-19.850718743319483, -43.98615609333849
-19.844034588350375, -43.99306983173693
-19.849391506701274, -43.98513192496833
-19.850213376552194, -43.97872855333134
-19.848869289689034, -43.98850179993121
-19.851710595720466, -43.98388774988604
-19.84813561665485, -43.986580933677786
-19.848221243741644, -43.969184965267765
-19.84833541800625, -43.98724853972648
-19.84858126948701, -43.968980824369666
-19.850055126382014, -43.98644437789508
-19.84969834195959, -43.98661886571315
-19.84958933753081, -43.969287035751385
-19.850790099812492, -43.98411534303053
-19.84727218649447, -43.989349981493405
-19.844500928778807, -43.96859806011947
-19.84855662635193, -43.990290699107476
-19.849661342253697, -43.96995049372206
-19.85513359742415, -43.97885614140706
-19.8519414715075, -43.98321965359656
-19.85383755404342, -43.971864314857804
-19.849493331433905, -43.98699626063776
-19.84438091716709, -43.969287035728335
-19.850189375100875, -43.97048636364007
-19.85225348664669, -43.97171120916695
-19.848605271289117, -43.97482435821442
-19.845845052631738, -43.99222737174213
-19.849709345312395, -43.976865767425885
