Unnamed: 0;Unnamed: 0.1;Value;BAND_1;BAND_2;BAND_3;BAND_4;BAND_5;BAND_6;BAND_7;BAND_8;BAND_8A;BAND_9;BAND_11;BAND_12;QA60;NUVEM_SOMBRA;DIFERENCA_DIAS;Parameter;Dominio;Classe
809;809;4.8;305;432;550;270;219;103;121;101;96;11;67;63;0;CIRRUS;0;TURBIDEZ;ANA;1
810;810;9.2;318;402;588;215;150;50;54;49;32;8;36;18;0;CIRRUS;0;TURBIDEZ;ANA;1
811;811;3.98;173;317;464;205;143;51;77;56;57;1;49;47;0;CIRRUS;0;TURBIDEZ;ANA;1
820;820;1.5;280;714;802;517;461;359;341;526;305;226;412;302;0;CIRRUS;0;TURBIDEZ;ANA;1
823;823;210;474;630;898;693;601;263;275;291;183;712;193;163;0;CIRRUS;0;TURBIDEZ;ANA;4
830;830;1.95;2515;2080;2272;2219;2679;2491;2453;1997;2330;12962;1914;1684;0;CIRRUS;0;TURBIDEZ;ANA;1
847;847;8.12;558;679;830;764;721;507;539;498;487;667;435;382;0;CIRRUS;0;TURBIDEZ;ANA;1
855;855;24.6;2199;2237;2657;2466;2876;2404;2427;2237;2344;2416;2221;1993;0;CIRRUS;0;TURBIDEZ;ANA;1
860;860;18;855;1615;2041;2403;2650;2535;2603;2585;2577;1739;3258;3034;0;CIRRUS;0;TURBIDEZ;ANA;1
862;862;6.36;257;296;475;306;338;190;196;189;175;105;182;155;0;CIRRUS;0;TURBIDEZ;ANA;1
868;868;13.6;1164;1488;1644;1411;1571;1291;1339;1222;1243;1086;1252;1112;0;CIRRUS;0;TURBIDEZ;ANA;1
871;871;2.93;1691;1974;1986;1968;2250;2344;2411;2212;2443;3691;2492;2222;0;CIRRUS;0;TURBIDEZ;ANA;1
884;884;7.54;1169;1076;1421;1105;1323;1793;1876;1890;1702;3754;1516;994;0;CIRRUS;0;TURBIDEZ;ANA;1
905;905;4.45;2678;3560;3104;2772;2961;2994;3117;3710;3346;4053;3558;3123;0;CIRRUS;0;TURBIDEZ;ANA;1
921;921;8.91;561;982;965;661;712;506;450;736;378;703;431;312;0;CIRRUS;0;TURBIDEZ;ANA;1
937;937;4.83;366;357;405;264;240;116;119;106;103;156;92;73;0;CIRRUS;0;TURBIDEZ;ANA;1
938;938;9.57;946;1169;1230;914;831;562;556;626;471;537;485;391;0;CIRRUS;0;TURBIDEZ;ANA;1
940;940;9.56;271;353;649;362;352;159;153;118;132;108;268;280;0;CIRRUS;0;TURBIDEZ;ANA;1
963;963;49.299999;1933;2029;2458;2487;2834;2655;2645;2712;2603;2894;3476;2349;0;CIRRUS;0;TURBIDEZ;ANA;2
972;972;3.31;1641;1622;1772;1593;1904;2314;2472;2068;2555;3405;2210;1677;0;CIRRUS;0;TURBIDEZ;ANA;1
1005;1005;2.38;994;844;1002;1115;1349;1502;1636;1395;1764;3182;1836;1483;0;CIRRUS;0;TURBIDEZ;ANA;1
1034;1034;14.9;489;774;975;1085;1387;1608;1751;1793;1857;1428;2439;2085;0;CIRRUS;0;TURBIDEZ;ANA;1
1043;1043;11.96;423;668;1010;1181;1484;1684;1817;1789;1974;1855;2542;2081;0;CIRRUS;0;TURBIDEZ;ANA;1
1063;1063;13.5;1358;1796;1894;1899;2079;2119;2135;2502;2120;2413;2850;2205;0;CIRRUS;0;TURBIDEZ;ANA;1
1064;1064;48.099998;1656;2469;2458;2368;2706;2886;2965;3326;2949;2317;3107;2616;0;CIRRUS;0;TURBIDEZ;ANA;2
1065;1065;75.300003;2285;2260;2386;2304;2697;2392;2368;2080;2247;2285;2159;1988;0;CIRRUS;0;TURBIDEZ;ANA;3
1069;1069;18.799999;3581;2977;3132;3178;3655;3971;4011;3705;4056;6559;3894;3286;0;CIRRUS;0;TURBIDEZ;ANA;1
1084;1084;15;1804;2056;2019;1936;1980;1778;1786;1803;1734;2325;1864;1506;0;CIRRUS;0;TURBIDEZ;ANA;1
1092;1092;3;332;358;488;323;259;110;129;110;96;165;205;195;0;CIRRUS;0;TURBIDEZ;ANA;1
1095;1095;1.42;324;313;515;216;203;164;182;137;160;240;106;96;0;CIRRUS;0;TURBIDEZ;ANA;1
1121;1121;16.860001;918;1272;1737;1904;2264;2122;2268;2102;2248;2960;2442;2153;0;CIRRUS;0;TURBIDEZ;ANA;1
1179;1179;7.2;3035;2853;2926;2850;3224;3385;3509;3434;3541;9595;3008;2931;0;CIRRUS;0;TURBIDEZ;ANA;1
1182;1182;4.4;339;314;511;361;304;225;225;219;229;335;284;231;0;CIRRUS;0;TURBIDEZ;ANA;1
1185;1185;1.09;271;367;501;184;118;42;46;20;5;192;90;116;0;CIRRUS;0;TURBIDEZ;ANA;1
1195;1195;12;441;546;1012;489;816;432;452;345;331;184;233;208;0;CIRRUS;0;TURBIDEZ;ANA;1
1197;1197;24.200001;724;1015;1311;1206;1727;2876;2985;2993;3251;2928;2549;1895;0;CIRRUS;0;TURBIDEZ;ANA;1
1213;1213;0.38;134;252;366;126;60;4;4;2;1;2;31;39;0;CIRRUS;0;TURBIDEZ;ANA;1
1215;1215;12;3644;2932;3000;3088;3779;4038;4127;3742;4251;15497;3868;4034;0;CIRRUS;0;TURBIDEZ;ANA;1
1216;1216;9;338;453;670;479;350;135;159;117;105;77;68;47;0;CIRRUS;0;TURBIDEZ;ANA;1
1217;1217;8.4;395;476;808;579;427;218;237;210;210;415;170;125;0;CIRRUS;0;TURBIDEZ;ANA;1
1221;1221;0.05;504;1149;799;497;465;419;395;975;387;606;521;382;0;CIRRUS;0;TURBIDEZ;ANA;1
1222;1222;3.28;1384;1426;1561;1498;1716;1774;1828;1927;1877;3605;1864;1507;0;CIRRUS;0;TURBIDEZ;ANA;1
1226;1226;24.200001;422;472;695;679;698;309;316;247;173;198;53;46;0;CIRRUS;0;TURBIDEZ;ANA;1
1227;1227;28;322;479;697;720;672;279;259;210;129;1;34;32;0;CIRRUS;0;TURBIDEZ;ANA;1
1229;1229;21.299999;376;444;621;586;529;199;174;134;100;81;42;37;0;CIRRUS;0;TURBIDEZ;ANA;1
2339;269;0.53;302;363;444;200;174;131;138;117;103;94;57;38;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2340;270;1.06;331;390;517;238;220;156;157;144;144;144;87;70;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2341;271;0.53;384;491;652;321;278;199;199;172;182;137;154;137;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2342;272;1.11;442;533;678;368;335;249;271;221;238;205;211;199;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2343;273;1.04;339;441;585;262;219;142;155;126;128;103;101;84;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2344;274;1.1;313;415;563;236;187;120;135;107;90;68;57;46;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2345;275;1.08;299;394;532;213;167;100;113;90;78;59;59;55;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2346;276;1.08;305;371;477;209;189;132;148;118;120;122;58;46;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2347;277;1.11;328;417;528;270;238;179;188;173;152;146;152;131;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2348;278;6.27;323;484;771;428;285;116;127;103;86;56;33;35;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2349;279;2.21;202;365;515;215;151;81;96;84;73;78;41;29;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2350;280;2.04;251;372;530;204;143;78;77;75;71;60;34;37;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2351;281;0.98;188;281;373;137;104;61;77;68;61;68;43;35;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2355;285;1.61;138;300;442;160;103;53;62;55;49;39;33;29;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2356;286;1.7;135;276;430;154;106;57;67;61;50;36;30;7;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2357;287;1.84;159;309;473;172;112;62;61;58;54;30;28;18;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2358;288;1.88;148;301;473;174;120;53;65;63;54;23;32;19;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2359;289;1.91;135;301;458;164;101;46;52;47;46;14;22;22;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2362;292;0.97;242;314;354;135;109;76;84;67;62;47;25;21;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2366;296;1.51;243;338;444;159;129;73;83;60;61;66;43;36;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2367;297;1.08;243;317;384;134;104;63;73;56;48;40;22;17;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2371;301;1.38;240;328;415;150;125;81;86;63;61;40;28;16;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2373;303;1.36;227;318;398;144;114;68;81;61;57;40;27;21;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2374;304;1.41;218;315;407;150;119;71;76;58;58;53;30;22;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2375;305;1.44;216;308;411;148;114;71;73;58;47;46;23;12;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2377;307;1.6;220;317;426;171;135;84;97;76;72;36;27;17;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2378;308;1.81;220;314;442;168;126;67;81;61;52;35;26;23;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2380;310;1.46;201;296;387;140;111;59;78;55;53;42;21;13;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2381;311;1.39;221;313;409;144;101;46;58;38;32;14;26;15;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2382;312;1.24;231;326;436;154;109;54;66;56;53;26;27;23;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2383;313;1.35;177;296;411;136;104;59;64;49;42;2;24;11;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2384;314;1.52;173;295;410;144;106;49;64;47;49;12;37;37;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2385;315;1.44;178;284;387;150;121;78;89;70;66;26;25;18;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2386;316;1.62;182;303;418;167;115;47;53;42;23;6;28;19;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2388;318;2.14;186;296;422;178;145;70;77;62;53;23;29;18;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2389;319;1.95;189;317;456;183;131;49;69;45;50;9;32;34;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2390;320;2.51;196;314;469;190;150;83;91;73;66;48;42;24;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2399;329;1.31;220;291;417;162;122;81;61;67;69;24;80;65;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2400;330;1.38;230;308;436;179;146;106;107;97;101;43;61;32;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2401;331;0.98;199;263;350;144;116;89;72;80;76;54;53;46;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2402;332;1.06;185;256;380;142;109;64;73;80;68;36;98;72;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2403;333;1.31;208;300;417;163;132;94;77;88;86;61;54;33;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2404;334;1.03;197;260;417;196;187;104;110;103;119;67;96;81;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2429;359;1.04;206;301;386;146;118;86;96;83;77;70;46;43;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2437;367;1.06;190;295;391;161;134;103;110;96;89;63;57;45;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2438;368;0.98;168;278;366;127;97;73;78;71;59;53;43;43;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2439;369;1.16;198;323;428;161;127;76;87;78;68;55;55;46;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2440;370;1.15;176;297;401;147;115;76;77;67;54;47;48;37;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2441;371;1.91;195;316;433;175;145;80;98;72;65;45;57;47;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2442;372;2.73;582;687;850;524;479;372;372;324;318;319;180;131;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2443;373;2.73;566;663;792;498;469;371;366;319;300;318;134;89;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2444;374;3.08;572;655;773;491;468;376;375;322;303;322;138;93;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2445;375;3.41;589;700;843;532;499;383;386;337;324;322;150;104;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2446;376;3.23;582;680;803;513;482;391;381;333;320;325;150;106;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2447;377;2.76;590;694;809;511;486;408;416;355;351;345;159;109;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2448;378;2.91;589;680;806;524;507;423;427;377;377;370;197;165;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2449;379;2.63;615;711;860;552;519;437;442;385;389;359;219;172;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2450;380;3.64;608;723;863;578;531;456;447;389;375;349;197;145;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2451;381;2.46;555;653;773;475;448;365;357;316;299;307;159;114;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2452;382;2.52;579;685;812;510;484;389;387;346;331;328;142;96;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2453;383;3.35;589;714;870;545;513;416;403;358;345;337;159;114;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2454;384;2.08;572;674;799;492;471;402;388;344;337;326;155;106;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2455;385;2.92;619;730;886;596;558;447;458;387;385;502;271;197;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2456;386;2.29;607;686;802;536;511;450;455;396;401;396;197;143;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2457;387;2.5;632;730;887;602;578;498;505;439;437;418;210;154;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2458;388;3.1;633;710;823;548;513;418;426;367;364;363;167;119;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2459;389;1.6;606;675;743;499;484;422;413;363;351;394;183;131;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2460;390;1.36;641;713;771;528;513;449;450;393;395;459;194;138;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2461;391;2.44;691;778;935;669;642;556;561;499;494;551;259;194;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2462;392;3;679;758;879;616;582;494;496;431;431;469;217;157;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2463;393;3.67;699;809;961;653;601;487;483;419;413;450;181;123;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2464;394;1.04;671;747;785;565;559;503;504;440;430;491;181;115;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2465;395;1.18;673;741;761;537;525;459;448;395;378;494;171;113;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
2466;396;1.06;670;730;771;540;523;476;464;397;389;466;183;127;0;CIRRUS;0;TURBIDEZ;Campo_Geo;1
3230;243;1.11;341;437;592;271;218;142;161;127;128;102;87;70;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3231;244;1.04;309;405;549;224;178;111;113;100;86;61;50;41;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3232;245;1.1;299;394;532;213;167;100;113;90;78;59;59;55;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3233;246;1.08;385;486;655;330;282;198;209;176;186;156;160;152;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3234;247;1.08;367;440;595;269;226;165;162;142;138;124;123;120;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3235;248;0.53;328;378;513;235;217;157;156;139;128;144;88;70;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3241;254;1.61;138;300;442;160;103;53;62;55;49;39;33;29;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3242;255;1.62;138;300;442;160;103;53;62;55;49;39;33;29;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3243;256;1.7;135;276;430;154;106;57;67;61;50;36;30;7;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3244;257;1.75;135;276;430;154;106;57;67;61;50;36;30;7;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3245;258;1.84;155;314;478;178;115;53;64;60;53;36;25;16;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3246;259;1.85;155;314;478;178;115;53;64;60;53;36;25;16;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3247;260;1.88;139;303;477;178;117;56;72;65;47;21;28;15;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3248;261;1.96;144;302;477;176;114;56;81;64;45;18;30;20;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3249;262;1.91;133;290;459;165;105;36;52;51;40;19;29;22;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3250;263;1.84;133;296;461;162;109;38;48;51;41;20;24;21;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3261;274;0.98;188;281;373;137;104;61;77;68;61;68;43;35;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3262;275;1.05;188;281;373;137;104;61;77;68;61;68;43;35;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3265;278;2.21;202;365;515;215;151;81;96;84;73;78;41;29;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3266;279;2.04;251;372;530;204;143;78;77;75;71;60;34;37;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3267;280;2.19;251;366;535;215;141;78;85;78;72;58;32;33;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3306;319;0.99;188;305;442;185;145;76;90;70;68;36;37;27;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3307;320;0.97;189;319;471;188;132;58;62;54;46;2;35;29;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3308;321;1.18;186;296;422;178;145;70;77;62;53;23;29;18;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3310;323;1.26;182;303;418;167;115;47;53;42;23;6;28;19;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3311;324;1.51;178;284;387;150;121;78;89;70;66;26;25;18;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3312;325;1.08;173;295;410;144;106;49;64;47;49;12;37;37;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3313;326;1.04;177;296;411;136;104;59;64;49;42;2;24;11;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3314;327;0.81;231;334;436;152;110;60;72;55;46;36;25;27;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3315;328;1.4;221;313;409;144;101;46;58;38;32;14;26;15;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3316;329;1.38;201;296;387;140;111;59;78;55;53;42;21;13;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3340;353;1.22;204;297;408;144;119;63;76;54;57;44;52;29;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3341;354;2.01;225;312;436;170;130;55;66;58;55;109;63;51;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3342;355;1.98;215;304;420;157;116;47;69;46;42;14;53;38;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3343;356;1.82;204;301;415;164;126;58;82;61;60;29;62;46;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3345;358;1.38;215;308;407;154;118;65;87;68;66;82;41;33;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3348;361;1.3;209;284;377;144;125;77;89;77;66;42;30;15;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3349;362;1.12;208;284;369;148;127;77;93;76;67;47;31;18;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3350;363;1.39;200;283;386;128;95;38;49;36;33;12;24;21;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3352;365;1.09;210;297;404;151;116;59;77;60;50;55;44;45;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3353;366;1.36;224;296;406;161;138;94;97;87;86;132;51;33;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3355;368;1.36;212;314;442;162;122;65;77;62;54;33;25;22;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3356;369;1.41;220;317;426;171;135;84;97;76;72;36;27;17;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3358;371;1.58;216;308;411;148;114;71;73;58;47;46;23;12;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3359;372;1.6;222;310;406;149;115;66;75;61;68;59;28;23;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3360;373;1.81;227;318;398;144;114;68;81;61;57;40;27;21;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3362;375;1.46;240;328;415;150;125;81;86;63;61;40;28;16;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3366;379;1.52;243;317;384;134;104;63;73;56;48;40;22;17;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3367;380;1.44;264;346;458;182;145;84;98;72;74;150;66;40;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3383;396;0.98;199;263;350;144;116;89;72;80;76;54;53;46;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3384;397;1.06;185;256;380;142;109;64;73;80;68;36;98;72;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3385;398;1.31;208;300;417;163;132;94;77;88;86;61;54;33;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3386;399;1.03;197;260;417;196;187;104;110;103;119;67;96;81;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3388;401;1.31;220;291;417;162;122;81;61;67;69;24;80;65;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3389;402;1.38;230;308;436;179;146;106;107;97;101;43;61;32;0;CIRRUS;0;TURBIDEZ;Campo_Limnologia;1
3941;13;1;268;588;779;1074;1301;1513;1660;1863;1922;1807;2623;1882;0;CIRRUS;0;TURBIDEZ;Cetesb;1
3942;14;9.54;613;743;901;696;800;579;567;555;510;456;431;385;0;CIRRUS;0;TURBIDEZ;Cetesb;1
3952;24;6.78;445;448;705;346;491;195;193;140;133;60;122;95;0;CIRRUS;0;TURBIDEZ;Cetesb;1
3961;33;38;2072;2004;1783;1449;1657;2009;2077;2614;2166;4889;1915;1366;0;CIRRUS;0;TURBIDEZ;Cetesb;1
3975;47;4.9;125;267;451;212;185;55;61;45;35;2;69;62;0;CIRRUS;0;TURBIDEZ;Cetesb;1
3977;49;2.7;92;235;426;138;98;12;14;3;1;2;40;45;0;CIRRUS;0;TURBIDEZ;Cetesb;1
4009;81;7.5;672;828;1209;1583;1725;1891;1959;1988;1981;1914;2208;2033;0;CIRRUS;0;TURBIDEZ;Cetesb;1
4023;95;24.2;2358;2561;2863;2971;3436;3608;3632;3595;3692;3611;1499;906;0;CIRRUS;0;TURBIDEZ;Cetesb;1
4027;99;167;1091;1227;1585;1251;2102;2154;2250;1831;1747;1577;1080;1015;0;CIRRUS;0;TURBIDEZ;Cetesb;4
4029;101;3.2;169;298;446;227;272;150;154;131;115;59;50;40;0;CIRRUS;0;TURBIDEZ;Cetesb;1
4505;0;2.68;1283;1218;1322;1131;1090;1005;1012;1009;1015;1188;1058;1045;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
4506;1;2.7;1134;1298;1484;1111;1092;1022;1016;1018;1002;981;1000;1000;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
4507;2;3.7;1204;1328;1491;1120;1093;1037;1033;1027;1022;974;1000;1009;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
4508;3;2.4;1163;1301;1457;1104;1087;1009;1023;1011;1011;973;1001;1005;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
4509;4;2.3;1163;1301;1457;1104;1087;1009;1023;1011;1011;973;1001;1005;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
4510;5;2.9;1134;1298;1484;1111;1092;1022;1016;1018;1002;981;1000;1000;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
4543;38;12;1;228;588;134;290;65;77;54;26;1;21;23;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
4544;39;11;63;254;623;152;307;91;81;56;33;1;29;21;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
4547;42;11;63;254;623;152;307;91;81;56;33;1;29;21;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
4548;43;11;1;228;588;134;290;65;77;54;26;1;21;23;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
4575;70;10.4;140;270;426;350;262;56;79;54;38;7;28;23;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
4604;99;13;120;264;452;358;323;121;135;130;103;132;71;39;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
4608;103;13.7;120;264;452;358;323;121;135;130;103;132;71;39;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
4610;105;9.29;201;285;443;281;248;139;145;160;140;214;131;74;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
4621;116;3.6;261;324;489;196;180;105;109;92;80;66;37;31;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
4638;133;5.1;132;262;353;224;197;64;77;61;57;3;22;22;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
4639;134;8.62;217;368;625;345;341;125;115;105;81;1;29;19;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
4640;135;9.58;243;407;698;379;338;132;130;104;85;7;34;22;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
4642;137;4.9;141;287;366;215;194;92;94;76;69;3;29;26;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
4643;138;9.5;243;407;698;379;338;132;130;104;85;7;34;22;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
4645;140;9.25;200;369;621;342;338;124;124;106;86;1;31;33;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
4647;142;8.87;207;372;632;356;344;125;128;100;83;33;30;17;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
4648;143;8.38;228;396;700;363;336;129;117;96;78;3;30;20;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
4681;176;13;237;324;786;331;427;218;215;197;160;281;234;234;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
4682;177;9;108;249;546;229;306;158;165;153;139;195;206;222;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
4685;180;15;86;195;685;212;368;97;108;72;52;39;128;128;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
4686;181;13;237;324;786;331;427;218;215;197;160;281;234;234;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
4694;189;4.7;972;1223;1596;1870;2224;2481;2551;2571;2606;2487;2341;2021;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
4695;190;540;962;1214;1705;2225;2617;2949;3066;3088;3117;2693;3364;3019;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;4
4700;195;5.04;240;217;360;210;163;51;54;41;32;253;102;58;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
4709;204;7.4;224;338;471;294;318;156;165;134;132;118;69;57;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
