BAND_1,BAND_2,BAND_3,BAND_4,BAND_5,BAND_6,BAND_7,BAND_8,BAND_8A,BAND_9,BAND_11,BAND_12,VALUE,Classe
0.0198,0.032600000000000004,0.042,0.0158,0.012700000000000001,0.0074,0.0091,0.0076,0.006500000000000001,0.0055000000000000005,0.0054,0.0046,1.16,0
0.016800000000000002,0.0279,0.036500000000000005,0.012400000000000001,0.0094,0.0073,0.0068000000000000005,0.007,0.0057,0.0053,0.0043,0.0035,0.98,0
0.0176,0.028900000000000002,0.0402,0.014700000000000001,0.0119,0.0077,0.0082,0.0066,0.0046,0.0047,0.005,0.004200000000000001,1.15,0
0.0196,0.029,0.035300000000000005,0.0134,0.0102,0.0089,0.0082,0.007500000000000001,0.007200000000000001,0.0056,0.0059,0.0056,1.02,0
0.020200000000000003,0.028300000000000002,0.0334,0.013300000000000001,0.011300000000000001,0.009000000000000001,0.009600000000000001,0.0082,0.0079,0.0077,0.0044,0.0026000000000000003,0.72,0
0.0189,0.026500000000000003,0.0328,0.0129,0.0109,0.0086,0.009000000000000001,0.0078000000000000005,0.007,0.006200000000000001,0.0043,0.003,0.71,0
0.018000000000000002,0.026500000000000003,0.0316,0.013000000000000001,0.0103,0.0079,0.0095,0.0083,0.0071,0.0058000000000000005,0.0051,0.0036000000000000003,0.6,0
0.0198,0.027800000000000002,0.0345,0.0134,0.011000000000000001,0.0089,0.0073,0.007,0.0073,0.007,0.006,0.0057,0.74,0
0.019,0.0287,0.039400000000000004,0.0165,0.0125,0.010100000000000001,0.011300000000000001,0.0098,0.0088,0.0063,0.0056,0.0046,1.06,0
0.017,0.024,0.030600000000000002,0.0108,0.0094,0.0061,0.0068000000000000005,0.0058000000000000005,0.005200000000000001,0.0053,0.0059,0.0048000000000000004,0.76,0
0.0183,0.0263,0.029500000000000002,0.011600000000000001,0.0097,0.0067,0.007200000000000001,0.0063,0.0067,0.0055000000000000005,0.0036000000000000003,0.0036000000000000003,0.64,0
0.0217,0.0287,0.030600000000000002,0.0126,0.011300000000000001,0.0088,0.008700000000000001,0.0076,0.0077,0.0078000000000000005,0.0043,0.0035,0.51,0
0.021,0.027600000000000003,0.0303,0.013000000000000001,0.0106,0.0088,0.009600000000000001,0.0083,0.0076,0.0079,0.0049,0.0046,0.49,0
0.0224,0.0286,0.0333,0.014,0.012400000000000001,0.0098,0.0108,0.0088,0.008400000000000001,0.0077,0.0055000000000000005,0.004,0.53,0
0.0219,0.029500000000000002,0.0334,0.012100000000000001,0.0095,0.0074,0.0079,0.006900000000000001,0.0063,0.0064,0.0048000000000000004,0.0049,0.6,0
0.0188,0.025,0.028800000000000003,0.0108,0.0088,0.007500000000000001,0.0073,0.0061,0.0043,0.006,0.0044,0.0047,0.51,0
0.0189,0.025500000000000002,0.028,0.0122,0.0109,0.0091,0.009600000000000001,0.0082,0.0077,0.0077,0.0051,0.004,0.47,0
0.0206,0.027800000000000002,0.030100000000000002,0.012100000000000001,0.0112,0.008400000000000001,0.0085,0.0081,0.0079,0.0082,0.005,0.004,0.54,0
0.019700000000000002,0.027100000000000003,0.0274,0.010700000000000001,0.0095,0.007500000000000001,0.0086,0.006900000000000001,0.0053,0.0067,0.0036000000000000003,0.0041,0.51,0
0.0218,0.028,0.0307,0.013300000000000001,0.011300000000000001,0.010100000000000001,0.0103,0.0085,0.0082,0.0076,0.0048000000000000004,0.0037,0.45,0
0.019700000000000002,0.0281,0.0307,0.0129,0.0099,0.0099,0.0094,0.0082,0.007500000000000001,0.0081,0.0041,0.0034000000000000002,0.52,0
0.019,0.026500000000000003,0.029500000000000002,0.011300000000000001,0.009600000000000001,0.0083,0.008400000000000001,0.006900000000000001,0.0064,0.007,0.0044,0.0047,0.51,0
0.0211,0.0275,0.0303,0.013300000000000001,0.0109,0.0088,0.009300000000000001,0.0085,0.0089,0.0081,0.005,0.0043,0.49,0
0.0199,0.0263,0.036000000000000004,0.014100000000000001,0.011000000000000001,0.0092,0.006900000000000001,0.0076,0.0078000000000000005,0.0054,0.0054,0.0043,0.98,0
0.0235,0.030500000000000003,0.0429,0.0181,0.014400000000000001,0.0108,0.010700000000000001,0.0091,0.0108,0.0039000000000000003,0.0055000000000000005,0.0041,1.38,0
0.022000000000000002,0.0297,0.0425,0.0164,0.012700000000000001,0.007500000000000001,0.0063,0.0064,0.007200000000000001,0.0024000000000000002,0.0083,0.006500000000000001,1.31,0
0.0211,0.0207,0.0269,0.0115,0.01,0.0088,0.0091,0.0076,0.0099,0.0057,0.0066,0.005200000000000001,0.61,0
0.0205,0.0206,0.0284,0.0122,0.010100000000000001,0.0071,0.0071,0.0076,0.01,0.0055000000000000005,0.0092,0.0077,0.56,0
0.0187,0.0193,0.025900000000000003,0.012100000000000001,0.0106,0.0081,0.0098,0.007500000000000001,0.008400000000000001,0.0082,0.005200000000000001,0.0038,0.58,0
0.02,0.0211,0.028900000000000002,0.0122,0.009300000000000001,0.0074,0.0073,0.007,0.0073,0.0041,0.0078000000000000005,0.0074,0.75,0
0.0152,0.0183,0.024200000000000003,0.0109,0.007500000000000001,0.0067,0.006500000000000001,0.0064,0.0068000000000000005,0.006200000000000001,0.005200000000000001,0.0044,0.77,0
0.0205,0.0228,0.0352,0.015300000000000001,0.0131,0.009000000000000001,0.0092,0.0086,0.0099,0.0046,0.0094,0.0078000000000000005,1.24,0
0.0154,0.014700000000000001,0.0287,0.010700000000000001,0.0106,0.0066,0.0078000000000000005,0.006200000000000001,0.0083,0.0056,0.006900000000000001,0.0043,0.53,0
0.0184,0.019700000000000002,0.0318,0.012100000000000001,0.0102,0.0063,0.006500000000000001,0.0055000000000000005,0.0059,0.004200000000000001,0.006200000000000001,0.0051,1.02,0
0.018500000000000003,0.0245,0.038400000000000004,0.0142,0.011000000000000001,0.007200000000000001,0.007200000000000001,0.0077,0.0078000000000000005,0.0036000000000000003,0.0106,0.0078000000000000005,1.06,0
0.020800000000000003,0.030500000000000003,0.0419,0.0167,0.0137,0.0103,0.0097,0.009300000000000001,0.008700000000000001,0.0061,0.006,0.0023,1.31,0
0.021,0.029300000000000003,0.041600000000000005,0.0162,0.0137,0.0094,0.0082,0.008700000000000001,0.009600000000000001,0.0061,0.0081,0.0068000000000000005,1.03,0
0.019,0.0213,0.031400000000000004,0.0143,0.0129,0.0114,0.0088,0.009000000000000001,0.0094,0.0047,0.0099,0.008,0.84,0
0.018500000000000003,0.0204,0.029900000000000003,0.0117,0.0109,0.0078000000000000005,0.0077,0.0068000000000000005,0.0068000000000000005,0.004200000000000001,0.005200000000000001,0.005,0.82,0
0.020800000000000003,0.022600000000000002,0.032100000000000004,0.013000000000000001,0.011600000000000001,0.0067,0.0082,0.0068000000000000005,0.0079,0.0058000000000000005,0.0077,0.0054,0.77,0
0.0187,0.0188,0.028900000000000002,0.012700000000000001,0.0102,0.0095,0.0098,0.008,0.01,0.0036000000000000003,0.0051,0.0041,0.65,0
0.0184,0.0198,0.0268,0.0126,0.010700000000000001,0.0073,0.0088,0.007,0.006500000000000001,0.006200000000000001,0.0059,0.0041,0.67,0
0.0176,0.0194,0.028300000000000002,0.011600000000000001,0.0102,0.0077,0.009000000000000001,0.0071,0.0066,0.0038,0.0048000000000000004,0.005200000000000001,0.73,0
0.017400000000000002,0.019700000000000002,0.027800000000000002,0.0102,0.007500000000000001,0.004,0.004,0.0039000000000000003,0.0044,0.003,0.0064,0.0056,0.8,0
0.018500000000000003,0.0204,0.029900000000000003,0.0117,0.0109,0.0078000000000000005,0.0077,0.0068000000000000005,0.0068000000000000005,0.004200000000000001,0.005200000000000001,0.005,0.82,0
0.020800000000000003,0.022600000000000002,0.032100000000000004,0.013000000000000001,0.011600000000000001,0.0067,0.0082,0.0068000000000000005,0.0079,0.0058000000000000005,0.0077,0.0054,0.77,0
0.0184,0.0198,0.0268,0.0126,0.010700000000000001,0.0073,0.0088,0.007,0.006500000000000001,0.006200000000000001,0.0059,0.0041,0.67,0
0.0187,0.0188,0.028900000000000002,0.012700000000000001,0.0102,0.0095,0.0098,0.008,0.01,0.0036000000000000003,0.0051,0.0041,0.65,0
0.019,0.0213,0.031400000000000004,0.0143,0.0129,0.0114,0.0088,0.009000000000000001,0.0094,0.0047,0.0099,0.008,0.84,0
0.017400000000000002,0.019700000000000002,0.027800000000000002,0.0102,0.007500000000000001,0.004,0.004,0.0039000000000000003,0.0044,0.003,0.0064,0.0056,0.8,0
0.0176,0.0194,0.028300000000000002,0.011600000000000001,0.0102,0.0077,0.009000000000000001,0.0071,0.0066,0.0038,0.0048000000000000004,0.005200000000000001,0.73,0
0.0154,0.014700000000000001,0.0287,0.010700000000000001,0.0106,0.0066,0.0078000000000000005,0.006200000000000001,0.0083,0.0056,0.006900000000000001,0.0043,0.53,0
0.0205,0.0228,0.0352,0.015300000000000001,0.0131,0.009000000000000001,0.0092,0.0086,0.0099,0.0046,0.0094,0.0078000000000000005,1.24,0
0.02,0.0211,0.028900000000000002,0.0122,0.009300000000000001,0.0074,0.0073,0.007,0.0073,0.0041,0.0078000000000000005,0.0074,0.75,0
0.020800000000000003,0.030500000000000003,0.0419,0.0167,0.0137,0.0103,0.0097,0.009300000000000001,0.008700000000000001,0.0061,0.006,0.0023,1.31,0
0.018500000000000003,0.0245,0.038400000000000004,0.0142,0.011000000000000001,0.007200000000000001,0.007200000000000001,0.0077,0.0078000000000000005,0.0036000000000000003,0.0106,0.0078000000000000005,1.06,0
0.0199,0.0263,0.036000000000000004,0.014100000000000001,0.011000000000000001,0.0092,0.006900000000000001,0.0076,0.0078000000000000005,0.0054,0.0054,0.0043,0.98,0
0.0184,0.019700000000000002,0.0318,0.012100000000000001,0.0102,0.0063,0.006500000000000001,0.0055000000000000005,0.0059,0.004200000000000001,0.006200000000000001,0.0051,1.02,0
0.0152,0.0183,0.024200000000000003,0.0109,0.007500000000000001,0.0067,0.006500000000000001,0.0064,0.0068000000000000005,0.006200000000000001,0.005200000000000001,0.0044,0.77,0
0.0235,0.030500000000000003,0.0429,0.0181,0.014400000000000001,0.0108,0.010700000000000001,0.0091,0.0108,0.0039000000000000003,0.0055000000000000005,0.0041,1.38,0
0.022000000000000002,0.0297,0.0425,0.0164,0.012700000000000001,0.007500000000000001,0.0063,0.0064,0.007200000000000001,0.0024000000000000002,0.0083,0.006500000000000001,1.31,0
0.0187,0.0193,0.025900000000000003,0.012100000000000001,0.0106,0.0081,0.0098,0.007500000000000001,0.008400000000000001,0.0082,0.005200000000000001,0.0038,0.58,0
0.021,0.029300000000000003,0.041600000000000005,0.0162,0.0137,0.0094,0.0082,0.008700000000000001,0.009600000000000001,0.0061,0.0081,0.0068000000000000005,1.03,0
0.013900000000000001,0.022500000000000003,0.0318,0.0129,0.010100000000000001,0.0083,0.0086,0.0071,0.0085,0.004200000000000001,0.0055000000000000005,0.0041,0.88,0
0.023700000000000002,0.032100000000000004,0.0351,0.0135,0.011000000000000001,0.008400000000000001,0.0078000000000000005,0.006900000000000001,0.0053,0.0048000000000000004,0.0028,0.0025,1.95,0
0.0227,0.032,0.0397,0.0131,0.01,0.0048000000000000004,0.007500000000000001,0.0056,0.0041,0.0045000000000000005,0.0025,0.0026000000000000003,1.36,0
0.0227,0.032,0.0397,0.0131,0.01,0.0048000000000000004,0.007500000000000001,0.0056,0.0041,0.0045000000000000005,0.0025,0.0026000000000000003,1.36,0
0.0229,0.0303,0.035500000000000004,0.0132,0.0097,0.007200000000000001,0.008,0.0064,0.006500000000000001,0.0045000000000000005,0.0023,0.0014,2.51,0
0.0227,0.033,0.0437,0.0155,0.0106,0.0053,0.0064,0.0053,0.0043,0.0017000000000000001,0.0025,0.0019,0.81,0
0.018600000000000002,0.0302,0.042800000000000005,0.0182,0.014400000000000001,0.0067,0.0076,0.006,0.0049,0.0023,0.0026000000000000003,0.002,1.18,0
0.0173,0.029300000000000003,0.0412,0.0145,0.010400000000000001,0.0041,0.006500000000000001,0.0054,0.0044,0.0012000000000000001,0.0028,0.005,1.08,0
0.0178,0.029400000000000003,0.0405,0.014,0.010100000000000001,0.0059,0.007,0.0049,0.0044,0.0011,0.0024000000000000002,0.001,1.04,0
0.0189,0.0324,0.0473,0.0189,0.0126,0.006200000000000001,0.0059,0.0049,0.0039000000000000003,0.0002,0.0037,0.0029000000000000002,0.97,0
0.0178,0.0285,0.0392,0.0148,0.0122,0.008400000000000001,0.0092,0.0068000000000000005,0.0078000000000000005,0.0026000000000000003,0.0023,0.0011,1.51,0
0.0182,0.029900000000000003,0.0413,0.0173,0.0115,0.0047,0.0055000000000000005,0.0044,0.0017000000000000001,0.0006000000000000001,0.0028,0.0013000000000000002,1.26,0
0.0188,0.0302,0.0441,0.019100000000000002,0.0154,0.0079,0.0085,0.007200000000000001,0.007500000000000001,0.0036000000000000003,0.0041,0.0001,0.99,0
0.0211,0.0296,0.0388,0.0146,0.0112,0.0081,0.0076,0.0058000000000000005,0.0048000000000000004,0.0043,0.0021000000000000003,0.002,1.33,0
0.0211,0.0296,0.0388,0.0146,0.0112,0.0081,0.0076,0.0058000000000000005,0.0048000000000000004,0.0043,0.0021000000000000003,0.002,1.34,0
0.0188,0.024,0.027700000000000002,0.011000000000000001,0.0091,0.006200000000000001,0.0055000000000000005,0.0046,0.0057,0.0044,0.0024000000000000002,0.0026000000000000003,0.81,0
0.025,0.0339,0.043300000000000005,0.013800000000000002,0.0106,0.0057,0.0064,0.0049,0.0046,0.0031000000000000003,0.0017000000000000001,0.0024000000000000002,1.4,0
0.0227,0.0332,0.0437,0.014700000000000001,0.010700000000000001,0.006,0.006900000000000001,0.005,0.0051,0.0017000000000000001,0.0026000000000000003,0.003,1.24,0
0.0233,0.0329,0.041100000000000005,0.014700000000000001,0.0126,0.008400000000000001,0.0079,0.0068000000000000005,0.006,0.0046,0.0029000000000000002,0.0019,1.4,0
0.0188,0.0315,0.0453,0.0181,0.0146,0.0076,0.0091,0.007,0.0061,0.0036000000000000003,0.0039000000000000003,0.0031000000000000003,2.51,0
0.0173,0.029300000000000003,0.0412,0.0145,0.010400000000000001,0.0041,0.006500000000000001,0.0054,0.0044,0.0012000000000000001,0.0028,0.005,1.52,0
0.0178,0.0285,0.0392,0.0148,0.0122,0.008400000000000001,0.0092,0.0068000000000000005,0.0078000000000000005,0.0026000000000000003,0.0023,0.0011,1.44,0
0.0182,0.029900000000000003,0.0413,0.0173,0.0115,0.0047,0.0055000000000000005,0.0044,0.0017000000000000001,0.0006000000000000001,0.0028,0.0013000000000000002,1.62,0
0.0211,0.032,0.046400000000000004,0.0241,0.0204,0.011600000000000001,0.0126,0.010100000000000001,0.0106,0.0443,0.0086,0.004200000000000001,1.93,0
0.018600000000000002,0.0302,0.042800000000000005,0.0182,0.014400000000000001,0.0067,0.0076,0.006,0.0049,0.0023,0.0026000000000000003,0.002,2.14,0
0.0189,0.031100000000000003,0.045700000000000005,0.0184,0.0137,0.0046,0.0077,0.0043,0.0048000000000000004,0.0009000000000000001,0.0034000000000000002,0.0034000000000000002,1.95,0
0.0178,0.029500000000000002,0.041600000000000005,0.013300000000000001,0.0097,0.0048000000000000004,0.007,0.0048000000000000004,0.0044,0.0011,0.0022,0.0014,1.35,0
0.0221,0.031200000000000002,0.0407,0.014700000000000001,0.010400000000000001,0.0038,0.005200000000000001,0.0038,0.0034000000000000002,0.0014,0.0027,0.0014,1.39,0
0.0201,0.0303,0.038200000000000005,0.013900000000000001,0.0102,0.0058000000000000005,0.0086,0.0054,0.0046,0.004200000000000001,0.0016,0.0013000000000000002,1.46,0
0.021500000000000002,0.0296,0.0425,0.0148,0.0117,0.0057,0.0067,0.0048000000000000004,0.0049,0.0022,0.0018000000000000002,0.002,1.45,0
0.022000000000000002,0.0323,0.0444,0.0166,0.0123,0.0067,0.0081,0.006,0.0041,0.0035,0.0025,0.0041,1.81,0
0.023,0.031900000000000005,0.0437,0.018000000000000002,0.013900000000000001,0.0092,0.0099,0.0079,0.0076,0.0037,0.0032,0.0017000000000000001,1.6,0
0.023100000000000002,0.0327,0.044500000000000005,0.0159,0.0129,0.0082,0.0089,0.0064,0.0061,0.0056,0.0021000000000000003,0.0035,1.58,0
0.0219,0.0308,0.041600000000000005,0.0155,0.012400000000000001,0.006500000000000001,0.0079,0.006,0.005,0.004,0.0024000000000000002,0.0012000000000000001,1.44,0
0.0223,0.031900000000000005,0.0407,0.0148,0.0117,0.0083,0.0092,0.0059,0.0061,0.0058000000000000005,0.0026000000000000003,0.0028,1.41,0
0.0227,0.032,0.0417,0.0167,0.013000000000000001,0.0078000000000000005,0.0078000000000000005,0.0073,0.005200000000000001,0.004,0.0036000000000000003,0.0016,1.36,0
0.021400000000000002,0.0292,0.035,0.012400000000000001,0.009000000000000001,0.006,0.007,0.0054,0.0058000000000000005,0.0034000000000000002,0.0019,0.0016,1.04,0
0.0244,0.031900000000000005,0.0405,0.014,0.010100000000000001,0.0068000000000000005,0.0081,0.0059,0.0054,0.0039000000000000003,0.0019,0.0022,1.08,0
0.0264,0.0341,0.0444,0.0177,0.0114,0.0077,0.008400000000000001,0.006,0.0067,0.015000000000000001,0.0053,0.0032,1.51,0
0.0245,0.0351,0.041800000000000004,0.0145,0.0111,0.007,0.0077,0.0059,0.0054,0.0037,0.0018000000000000002,0.0011,1.26,0
0.0239,0.032600000000000004,0.0402,0.014100000000000001,0.0112,0.0068000000000000005,0.0068000000000000005,0.0056,0.006,0.004,0.0016,0.0017000000000000001,1.19,0
0.024800000000000003,0.0342,0.0391,0.0134,0.0106,0.006200000000000001,0.0076,0.006200000000000001,0.0049,0.0045000000000000005,0.0017000000000000001,0.0011,1.18,0
0.023700000000000002,0.032100000000000004,0.0351,0.0135,0.011000000000000001,0.008400000000000001,0.0078000000000000005,0.006900000000000001,0.0053,0.0048000000000000004,0.0028,0.0025,0.97,0
0.0229,0.030000000000000002,0.0354,0.012700000000000001,0.011300000000000001,0.007500000000000001,0.0086,0.0058000000000000005,0.0059,0.0045000000000000005,0.0016,0.0023,0.99,0
0.024,0.0328,0.042100000000000005,0.0146,0.0115,0.008,0.0081,0.0067,0.0068000000000000005,0.004,0.0026000000000000003,0.002,1.38,0
0.0181,0.0302,0.0414,0.0143,0.010100000000000001,0.005200000000000001,0.0068000000000000005,0.0057,0.003,0.0001,0.0019,0.0006000000000000001,1.63,0
0.0181,0.0302,0.0414,0.0143,0.010100000000000001,0.005200000000000001,0.0068000000000000005,0.0057,0.003,0.0001,0.0019,0.0006000000000000001,1.58,0
0.029300000000000003,0.035300000000000005,0.059000000000000004,0.0234,0.019,0.009300000000000001,0.009600000000000001,0.007,0.0067,0.0012000000000000001,0.004200000000000001,0.003,8.33,0
0.023700000000000002,0.029500000000000002,0.0475,0.016900000000000002,0.0137,0.0077,0.0081,0.0061,0.0059,0.0017000000000000001,0.003,0.0021000000000000003,4.94,0
0.0528,0.07440000000000001,0.14780000000000001,0.19390000000000002,0.17850000000000002,0.0724,0.0704,0.052500000000000005,0.039,0.0094,0.0046,0.0041,108.0,1
0.0275,0.031900000000000005,0.050800000000000005,0.020900000000000002,0.0175,0.01,0.010100000000000001,0.0081,0.0079,0.0032,0.0041,0.0034000000000000002,22.7,0
0.0285,0.029500000000000002,0.0417,0.015000000000000001,0.0118,0.007500000000000001,0.0088,0.0061,0.007200000000000001,0.004200000000000001,0.0025,0.0015,3.25,0
0.0328,0.033100000000000004,0.0381,0.013000000000000001,0.010700000000000001,0.0082,0.0088,0.006500000000000001,0.0074,0.004,0.0022,0.0011,6.07,0
0.0236,0.0337,0.0538,0.018600000000000002,0.015300000000000001,0.0071,0.008,0.0056,0.0053,0.0036000000000000003,0.002,0.0017000000000000001,4.59,0
0.0286,0.040400000000000005,0.06860000000000001,0.0258,0.0189,0.0076,0.008,0.0058000000000000005,0.0036000000000000003,0.0022,0.0036000000000000003,0.0031000000000000003,5.13,0
0.027200000000000002,0.0409,0.06860000000000001,0.0285,0.0223,0.010400000000000001,0.0103,0.008,0.0051,0.0017000000000000001,0.0022,0.0026000000000000003,21.3,0
0.053000000000000005,0.08020000000000001,0.15560000000000002,0.2117,0.202,0.0853,0.0874,0.0661,0.045200000000000004,0.011000000000000001,0.004200000000000001,0.0032,157.0,1
0.034800000000000005,0.0478,0.0636,0.0211,0.0158,0.008400000000000001,0.0095,0.0073,0.0073,0.005200000000000001,0.003,0.002,4.83,0
0.0286,0.0392,0.056400000000000006,0.0211,0.0167,0.009000000000000001,0.01,0.0071,0.0068000000000000005,0.0037,0.0027,0.0017000000000000001,12.9,0
0.042800000000000005,0.060500000000000005,0.11,0.0682,0.0546,0.0158,0.0167,0.0125,0.0088,0.0036000000000000003,0.0035,0.0025,31.3,1
0.0257,0.038700000000000005,0.0589,0.0216,0.0162,0.0067,0.0064,0.0057,0.004200000000000001,0.0008,0.002,0.0009000000000000001,15.8,0
0.0273,0.038700000000000005,0.061900000000000004,0.0251,0.019700000000000002,0.0119,0.0128,0.0092,0.0086,0.0061,0.0032,0.0021000000000000003,22.7,0
0.0379,0.0506,0.0824,0.0359,0.027200000000000002,0.009600000000000001,0.01,0.0071,0.0053,0.0018000000000000002,0.0028,0.0021000000000000003,16.2,0
0.0746,0.09330000000000001,0.1569,0.1408,0.11910000000000001,0.0563,0.055,0.0483,0.042800000000000005,0.029500000000000002,0.032,0.028300000000000002,43.5,1
0.0546,0.0626,0.1044,0.0632,0.052500000000000005,0.0273,0.029500000000000002,0.024300000000000002,0.0244,0.0229,0.02,0.0177,14.2,0
0.0779,0.1004,0.18510000000000001,0.265,0.26030000000000003,0.1401,0.1431,0.11670000000000001,0.0935,0.036000000000000004,0.030600000000000002,0.0274,196.0,1
0.0349,0.038200000000000005,0.0482,0.0179,0.015000000000000001,0.0122,0.0114,0.0102,0.0099,0.0077,0.0051,0.0039000000000000003,4.06,0
0.047400000000000005,0.057800000000000004,0.0951,0.057100000000000005,0.0528,0.029,0.0291,0.0262,0.024,0.018000000000000002,0.0196,0.0166,21.7,0
0.033,0.039,0.0699,0.028800000000000003,0.0239,0.0155,0.015000000000000001,0.014400000000000001,0.0132,0.0128,0.009000000000000001,0.0078000000000000005,12.6,0
0.044500000000000005,0.0497,0.0795,0.0429,0.041800000000000004,0.033,0.0349,0.0333,0.0335,0.0324,0.031400000000000004,0.0262,16.2,0
0.032600000000000004,0.0371,0.06860000000000001,0.0303,0.0279,0.0183,0.018500000000000003,0.016900000000000002,0.016300000000000002,0.013800000000000002,0.0131,0.011000000000000001,14.8,0
0.0679,0.08460000000000001,0.16010000000000002,0.18810000000000002,0.1723,0.0717,0.0711,0.0575,0.0438,0.0228,0.0198,0.0172,77.1,1
0.0772,0.0956,0.1665,0.1819,0.1635,0.0714,0.0713,0.058100000000000006,0.048100000000000004,0.0291,0.0304,0.027100000000000003,49.7,1
0.0981,0.0505,0.07390000000000001,0.058300000000000005,0.09000000000000001,0.1038,0.1306,0.0285,0.16060000000000002,0.1786,0.11370000000000001,0.1583,29.2,1
0.0386,0.0396,0.0641,0.025900000000000003,0.0217,0.0145,0.0149,0.012100000000000001,0.0115,0.0114,0.0047,0.0031000000000000003,12.2,0
0.0378,0.0383,0.0489,0.0182,0.0171,0.0129,0.014700000000000001,0.0114,0.0108,0.010400000000000001,0.0054,0.0036000000000000003,2.51,0
0.0887,0.1221,0.1076,0.0766,0.0766,0.0697,0.0641,0.0976,0.0499,0.0853,0.0816,0.0524,1.96,0
0.0478,0.0512,0.07250000000000001,0.0369,0.0346,0.026000000000000002,0.024800000000000003,0.023100000000000002,0.0246,0.023,0.0182,0.0161,2.02,0
0.0601,0.0766,0.13820000000000002,0.1608,0.14020000000000002,0.0519,0.052700000000000004,0.042,0.029300000000000003,0.0176,0.011300000000000001,0.0097,81.8,1
0.0771,0.07730000000000001,0.09960000000000001,0.0704,0.0673,0.053200000000000004,0.056,0.0483,0.0545,0.0565,0.052700000000000004,0.0409,4.92,0
0.0397,0.041800000000000004,0.062200000000000005,0.0274,0.0247,0.019200000000000002,0.0195,0.0167,0.017400000000000002,0.0148,0.011600000000000001,0.0089,2.14,0
0.0748,0.082,0.1062,0.0723,0.067,0.0548,0.053200000000000004,0.0505,0.051500000000000004,0.0458,0.0471,0.0408,5.75,0
0.0361,0.038700000000000005,0.061700000000000005,0.0234,0.0206,0.0115,0.0123,0.0097,0.009600000000000001,0.0083,0.0053,0.0041,4.26,0
0.0536,0.0671,0.11810000000000001,0.0779,0.058300000000000005,0.0198,0.020200000000000003,0.016300000000000002,0.0122,0.0083,0.0056,0.0041,20.3,0
0.06380000000000001,0.056600000000000004,0.08270000000000001,0.0603,0.0487,0.0241,0.025400000000000002,0.0221,0.016900000000000002,0.0395,0.0155,0.0131,6.49,0
0.0708,0.0795,0.0976,0.07400000000000001,0.0751,0.0708,0.07,0.06860000000000001,0.0694,0.0655,0.07680000000000001,0.0487,1.96,0
0.056,0.0616,0.0658,0.043300000000000005,0.0439,0.0391,0.0398,0.0339,0.0333,0.035500000000000004,0.0135,0.008,4.02,0
0.0519,0.0574,0.06620000000000001,0.042100000000000005,0.0412,0.0381,0.0408,0.0335,0.0345,0.0351,0.0158,0.0108,2.87,0
0.055,0.0597,0.0713,0.046400000000000004,0.046200000000000005,0.0443,0.0449,0.0397,0.038400000000000004,0.038,0.016300000000000002,0.011000000000000001,4.24,0
0.027600000000000003,0.0358,0.0446,0.0193,0.0158,0.012700000000000001,0.0118,0.011300000000000001,0.011300000000000001,0.0063,0.0049,0.0035,1.59,0
0.024900000000000002,0.0344,0.0426,0.018500000000000003,0.0142,0.010100000000000001,0.01,0.0088,0.008,0.0064,0.0053,0.0043,1.69,0
0.025400000000000002,0.0337,0.043000000000000003,0.0206,0.0159,0.0109,0.0115,0.0103,0.0088,0.0079,0.007200000000000001,0.0061,2.5,0
0.025500000000000002,0.0329,0.0395,0.0165,0.013000000000000001,0.009600000000000001,0.01,0.0083,0.0081,0.0054,0.0048000000000000004,0.0044,2.37,0
0.0264,0.035500000000000004,0.046700000000000005,0.0206,0.0181,0.015000000000000001,0.0154,0.0137,0.013600000000000001,0.0085,0.006,0.0041,4.32,0
0.0241,0.035300000000000005,0.055200000000000006,0.0316,0.0252,0.012100000000000001,0.013800000000000002,0.0106,0.0103,0.0055000000000000005,0.0071,0.0064,8.37,0
0.0286,0.036500000000000005,0.0413,0.020200000000000003,0.0172,0.0145,0.0148,0.014400000000000001,0.012700000000000001,0.0128,0.0089,0.006900000000000001,1.96,0
0.024800000000000003,0.033,0.0422,0.0176,0.015300000000000001,0.011600000000000001,0.0115,0.010400000000000001,0.0082,0.0066,0.0054,0.004,6.63,0
0.0274,0.0341,0.039900000000000005,0.019,0.0164,0.0132,0.013900000000000001,0.012,0.0117,0.0098,0.0055000000000000005,0.0044,2.71,0
0.0262,0.035300000000000005,0.0506,0.0223,0.02,0.0129,0.013900000000000001,0.0118,0.0114,0.006900000000000001,0.006,0.0049,4.63,0
0.0281,0.029300000000000003,0.0376,0.0161,0.0132,0.008700000000000001,0.01,0.0085,0.008700000000000001,0.007500000000000001,0.0036000000000000003,0.0027,4.45,0
0.0239,0.0269,0.0383,0.0178,0.0155,0.0111,0.0125,0.0103,0.0098,0.007200000000000001,0.0073,0.006500000000000001,3.51,0
0.027700000000000002,0.0322,0.0478,0.0228,0.0176,0.010400000000000001,0.009600000000000001,0.0102,0.0094,0.0067,0.0082,0.0064,2.36,0
0.0363,0.042300000000000004,0.06380000000000001,0.0385,0.0332,0.023200000000000002,0.0235,0.020900000000000002,0.021500000000000002,0.0176,0.0189,0.016800000000000002,2.53,0
0.0302,0.0344,0.048400000000000006,0.0234,0.018500000000000003,0.0135,0.013800000000000002,0.0142,0.0123,0.010400000000000001,0.0103,0.0092,1.62,0
